sku_id,product_name,category,warehouse_id,warehouse_name,current_stock,safety_stock,reorder_point,unit_cost,supplier_id,lead_time_days,last_restock_date,stockout_flag,obsolete_flag
SKU00066,Safety Equipment - Type 4,Safety Equipment,W2,Chennai Hub,82,86,111,1506.09,SUP005,44,2025-12-01,1,0
SKU00066,Safety Equipment - Type 4,Safety Equipment,W3,Pune Regional,446,73,94,1506.09,SUP005,41,2025-12-01,0,0
SKU00066,Safety Equipment - Type 4,Safety Equipment,W4,Hyderabad DC,387,73,94,1506.09,SUP005,35,2025-12-01,0,0
SKU00067,Safety Equipment - Type 5,Safety Equipment,W1,Bengaluru North DC,146,78,101,1005.65,SUP005,11,2025-12-01,0,0
SKU00067,Safety Equipment - Type 5,Safety Equipment,W2,Chennai Hub,209,91,118,1005.65,SUP005,22,2025-12-01,0,0
SKU00067,Safety Equipment - Type 5,Safety Equipment,W3,Pune Regional,199,56,72,1005.65,SUP005,18,2025-12-01,0,0
SKU00067,Safety Equipment - Type 5,Safety Equipment,W4,Hyderabad DC,12,74,96,1005.65,SUP005,5,2025-12-01,1,0
SKU00068,Safety Equipment - Type 6,Safety Equipment,W1,Bengaluru North DC,51,91,118,1088.51,SUP005,38,2025-12-01,1,0
SKU00068,Safety Equipment - Type 6,Safety Equipment,W2,Chennai Hub,427,81,105,1088.51,SUP005,33,2025-12-01,0,0
SKU00068,Safety Equipment - Type 6,Safety Equipment,W3,Pune Regional,6,37,48,1088.51,SUP005,42,2025-12-01,1,0
SKU00068,Safety Equipment - Type 6,Safety Equipment,W4,Hyderabad DC,482,79,102,1088.51,SUP005,20,2025-12-01,0,0
SKU00069,Safety Equipment - Type 7,Safety Equipment,W1,Bengaluru North DC,236,48,62,995.79,SUP005,40,2025-12-01,0,0
SKU00069,Safety Equipment - Type 7,Safety Equipment,W2,Chennai Hub,401,23,29,995.79,SUP005,19,2025-12-01,0,0
SKU00069,Safety Equipment - Type 7,Safety Equipment,W3,Pune Regional,328,34,44,995.79,SUP005,40,2025-12-01,0,0
SKU00069,Safety Equipment - Type 7,Safety Equipment,W4,Hyderabad DC,448,68,88,995.79,SUP005,26,2025-12-01,0,0
SKU00070,Safety Equipment - Type 8,Safety Equipment,W1,Bengaluru North DC,172,36,46,121.19,SUP005,28,2025-12-01,0,0
SKU00070,Safety Equipment - Type 8,Safety Equipment,W2,Chennai Hub,461,50,65,121.19,SUP005,16,2025-12-01,0,0
SKU00070,Safety Equipment - Type 8,Safety Equipment,W3,Pune Regional,290,87,113,121.19,SUP005,23,2025-12-01,0,0
SKU00070,Safety Equipment - Type 8,Safety Equipment,W4,Hyderabad DC,232,99,128,121.19,SUP005,24,2025-12-01,0,0
SKU00071,Safety Equipment - Type 9,Safety Equipment,W1,Bengaluru North DC,315,99,128,1621.04,SUP005,45,2025-12-01,0,0
SKU00071,Safety Equipment - Type 9,Safety Equipment,W2,Chennai Hub,308,83,107,1621.04,SUP005,49,2025-12-01,0,0
SKU00071,Safety Equipment - Type 9,Safety Equipment,W3,Pune Regional,421,68,88,1621.04,SUP005,13,2025-12-01,0,0
SKU00071,Safety Equipment - Type 9,Safety Equipment,W4,Hyderabad DC,305,65,84,1621.04,SUP005,18,2025-12-01,0,0
SKU00072,Safety Equipment - Type 10,Safety Equipment,W1,Bengaluru North DC,1,88,114,1273.06,SUP005,11,2025-12-01,1,0
SKU00072,Safety Equipment - Type 10,Safety Equipment,W2,Chennai Hub,363,83,107,1273.06,SUP005,8,2025-12-01,0,1
SKU00072,Safety Equipment - Type 10,Safety Equipment,W4,Hyderabad DC,104,28,36,1273.06,SUP005,30,2025-12-01,0,0
SKU00073,Safety Equipment - Type 11,Safety Equipment,W2,Chennai Hub,331,80,104,1841.77,SUP005,27,2025-12-01,0,0
SKU00073,Safety Equipment - Type 11,Safety Equipment,W3,Pune Regional,496,45,58,1841.77,SUP005,10,2025-12-01,0,0
SKU00073,Safety Equipment - Type 11,Safety Equipment,W4,Hyderabad DC,494,83,107,1841.77,SUP005,9,2025-12-01,0,0
SKU00074,Safety Equipment - Type 12,Safety Equipment,W1,Bengaluru North DC,181,62,80,1277.54,SUP005,22,2025-12-01,0,0
SKU00074,Safety Equipment - Type 12,Safety Equipment,W2,Chennai Hub,224,95,123,1277.54,SUP005,35,2025-12-01,0,0
SKU00074,Safety Equipment - Type 12,Safety Equipment,W3,Pune Regional,439,61,79,1277.54,SUP005,34,2025-12-01,0,0
SKU00074,Safety Equipment - Type 12,Safety Equipment,W4,Hyderabad DC,202,24,31,1277.54,SUP005,16,2025-12-01,0,0
SKU00075,Safety Equipment - Type 13,Safety Equipment,W1,Bengaluru North DC,239,90,117,1179.99,SUP005,17,2025-12-01,0,0
SKU00075,Safety Equipment - Type 13,Safety Equipment,W2,Chennai Hub,446,67,87,1179.99,SUP005,33,2025-12-01,0,0
SKU00075,Safety Equipment - Type 13,Safety Equipment,W3,Pune Regional,122,71,92,1179.99,SUP005,14,2025-12-01,0,0
SKU00075,Safety Equipment - Type 13,Safety Equipment,W4,Hyderabad DC,25,73,94,1179.99,SUP005,34,2025-12-01,1,0
SKU00076,Safety Equipment - Type 14,Safety Equipment,W1,Bengaluru North DC,255,43,55,883.19,SUP005,37,2025-12-01,0,0
SKU00076,Safety Equipment - Type 14,Safety Equipment,W2,Chennai Hub,141,96,124,883.19,SUP005,8,2025-12-01,0,0
SKU00076,Safety Equipment - Type 14,Safety Equipment,W3,Pune Regional,377,21,27,883.19,SUP005,15,2025-12-01,0,0
SKU00077,Plumbing Supplie - Type 1,Plumbing Supplies,W1,Bengaluru North DC,299,45,58,667.06,SUP012,45,2025-12-01,0,0
SKU00077,Plumbing Supplie - Type 1,Plumbing Supplies,W2,Chennai Hub,45,94,122,667.06,SUP012,8,2025-12-01,1,0
SKU00077,Plumbing Supplie - Type 1,Plumbing Supplies,W3,Pune Regional,8,76,98,667.06,SUP012,49,2025-12-01,1,0
SKU00077,Plumbing Supplie - Type 1,Plumbing Supplies,W4,Hyderabad DC,331,34,44,667.06,SUP012,14,2025-12-01,0,0
SKU00078,Plumbing Supplie - Type 2,Plumbing Supplies,W3,Pune Regional,462,84,109,51.77,SUP012,11,2025-12-01,0,0
SKU00078,Plumbing Supplie - Type 2,Plumbing Supplies,W4,Hyderabad DC,278,34,44,51.77,SUP012,10,2025-12-01,0,0
SKU00079,Plumbing Supplie - Type 3,Plumbing Supplies,W2,Chennai Hub,478,56,72,317.73,SUP012,37,2025-12-01,0,0
SKU00079,Plumbing Supplie - Type 3,Plumbing Supplies,W3,Pune Regional,35,73,94,317.73,SUP012,16,2025-12-01,1,0
SKU00079,Plumbing Supplie - Type 3,Plumbing Supplies,W4,Hyderabad DC,186,87,113,317.73,SUP012,45,2025-12-01,0,0
SKU00080,Plumbing Supplie - Type 4,Plumbing Supplies,W1,Bengaluru North DC,308,70,91,507.75,SUP012,22,2025-12-01,0,0
SKU00080,Plumbing Supplie - Type 4,Plumbing Supplies,W2,Chennai Hub,124,54,70,507.75,SUP012,47,2025-12-01,0,0
SKU00080,Plumbing Supplie - Type 4,Plumbing Supplies,W3,Pune Regional,216,79,102,507.75,SUP012,11,2025-12-01,0,0
SKU00081,Plumbing Supplie - Type 5,Plumbing Supplies,W1,Bengaluru North DC,459,89,115,859.46,SUP012,27,2025-12-01,0,1
SKU00081,Plumbing Supplie - Type 5,Plumbing Supplies,W2,Chennai Hub,441,27,35,859.46,SUP012,46,2025-12-01,0,0
SKU00081,Plumbing Supplie - Type 5,Plumbing Supplies,W4,Hyderabad DC,454,91,118,859.46,SUP012,21,2025-12-01,0,0
SKU00082,Plumbing Supplie - Type 6,Plumbing Supplies,W2,Chennai Hub,492,20,26,907.68,SUP012,13,2025-12-01,0,0
SKU00082,Plumbing Supplie - Type 6,Plumbing Supplies,W3,Pune Regional,189,67,87,907.68,SUP012,39,2025-12-01,0,0
SKU00082,Plumbing Supplie - Type 6,Plumbing Supplies,W4,Hyderabad DC,8,48,62,907.68,SUP012,32,2025-12-01,1,0
SKU00083,Plumbing Supplie - Type 7,Plumbing Supplies,W1,Bengaluru North DC,429,99,128,283.05,SUP012,22,2025-12-01,0,0
SKU00083,Plumbing Supplie - Type 7,Plumbing Supplies,W2,Chennai Hub,419,59,76,283.05,SUP012,49,2025-12-01,0,0
SKU00083,Plumbing Supplie - Type 7,Plumbing Supplies,W3,Pune Regional,56,71,92,283.05,SUP012,30,2025-12-01,1,0
SKU00083,Plumbing Supplie - Type 7,Plumbing Supplies,W4,Hyderabad DC,475,70,91,283.05,SUP012,43,2025-12-01,0,0
SKU00084,Plumbing Supplie - Type 8,Plumbing Supplies,W1,Bengaluru North DC,103,48,62,266.2,SUP012,18,2025-12-01,0,0
SKU00084,Plumbing Supplie - Type 8,Plumbing Supplies,W2,Chennai Hub,166,66,85,266.2,SUP012,25,2025-12-01,0,0
SKU00084,Plumbing Supplie - Type 8,Plumbing Supplies,W4,Hyderabad DC,399,57,74,266.2,SUP012,11,2025-12-01,0,0
SKU00085,Plumbing Supplie - Type 9,Plumbing Supplies,W1,Bengaluru North DC,488,85,110,525.29,SUP012,18,2025-12-01,0,0
SKU00085,Plumbing Supplie - Type 9,Plumbing Supplies,W2,Chennai Hub,193,96,124,525.29,SUP012,24,2025-12-01,0,0
SKU00085,Plumbing Supplie - Type 9,Plumbing Supplies,W3,Pune Regional,149,48,62,525.29,SUP012,5,2025-12-01,0,0
SKU00086,Plumbing Supplie - Type 10,Plumbing Supplies,W1,Bengaluru North DC,460,80,104,413.93,SUP012,12,2025-12-01,0,0
SKU00086,Plumbing Supplie - Type 10,Plumbing Supplies,W4,Hyderabad DC,243,36,46,413.93,SUP012,28,2025-12-01,0,0
SKU00087,Plumbing Supplie - Type 11,Plumbing Supplies,W1,Bengaluru North DC,227,99,128,704.55,SUP012,34,2025-12-01,0,0
SKU00087,Plumbing Supplie - Type 11,Plumbing Supplies,W2,Chennai Hub,458,21,27,704.55,SUP012,10,2025-12-01,0,0
SKU00088,Plumbing Supplie - Type 12,Plumbing Supplies,W1,Bengaluru North DC,27,20,26,420.32,SUP012,38,2025-12-01,0,0
SKU00088,Plumbing Supplie - Type 12,Plumbing Supplies,W2,Chennai Hub,418,95,123,420.32,SUP012,31,2025-12-01,0,0
SKU00089,Plumbing Supplie - Type 13,Plumbing Supplies,W2,Chennai Hub,379,63,81,254.3,SUP012,9,2025-12-01,0,0
SKU00089,Plumbing Supplie - Type 13,Plumbing Supplies,W3,Pune Regional,320,35,45,254.3,SUP012,20,2025-12-01,0,0
SKU00089,Plumbing Supplie - Type 13,Plumbing Supplies,W4,Hyderabad DC,84,30,39,254.3,SUP012,30,2025-12-01,0,0
SKU00090,Plumbing Supplie - Type 14,Plumbing Supplies,W1,Bengaluru North DC,170,60,78,688.4,SUP012,28,2025-12-01,0,0
SKU00090,Plumbing Supplie - Type 14,Plumbing Supplies,W2,Chennai Hub,288,48,62,688.4,SUP012,10,2025-12-01,0,0
SKU00090,Plumbing Supplie - Type 14,Plumbing Supplies,W3,Pune Regional,489,99,128,688.4,SUP012,30,2025-12-01,0,0
SKU00090,Plumbing Supplie - Type 14,Plumbing Supplies,W4,Hyderabad DC,446,53,68,688.4,SUP012,29,2025-12-01,0,0
SKU00091,Plumbing Supplie - Type 15,Plumbing Supplies,W1,Bengaluru North DC,297,53,68,132.68,SUP012,21,2025-12-01,0,1
SKU00091,Plumbing Supplie - Type 15,Plumbing Supplies,W2,Chennai Hub,376,91,118,132.68,SUP012,43,2025-12-01,0,0
SKU00091,Plumbing Supplie - Type 15,Plumbing Supplies,W3,Pune Regional,202,46,59,132.68,SUP012,46,2025-12-01,0,0
SKU00091,Plumbing Supplie - Type 15,Plumbing Supplies,W4,Hyderabad DC,88,77,100,132.68,SUP012,46,2025-12-01,0,0
SKU00092,Plumbing Supplie - Type 16,Plumbing Supplies,W1,Bengaluru North DC,318,81,105,947.15,SUP012,25,2025-12-01,0,0
SKU00092,Plumbing Supplie - Type 16,Plumbing Supplies,W2,Chennai Hub,216,31,40,947.15,SUP012,9,2025-12-01,0,0
SKU00092,Plumbing Supplie - Type 16,Plumbing Supplies,W3,Pune Regional,155,70,91,947.15,SUP012,43,2025-12-01,0,0
SKU00092,Plumbing Supplie - Type 16,Plumbing Supplies,W4,Hyderabad DC,373,24,31,947.15,SUP012,20,2025-12-01,0,0
SKU00093,Plumbing Supplie - Type 17,Plumbing Supplies,W1,Bengaluru North DC,429,98,127,578.35,SUP012,31,2025-12-01,0,0
SKU00093,Plumbing Supplie - Type 17,Plumbing Supplies,W2,Chennai Hub,97,71,92,578.35,SUP012,6,2025-12-01,0,0
SKU00093,Plumbing Supplie - Type 17,Plumbing Supplies,W3,Pune Regional,217,48,62,578.35,SUP012,43,2025-12-01,0,0
SKU00094,Pipes & Fitting - Type 1,Pipes & Fittings,W1,Bengaluru North DC,212,48,62,482.18,SUP009,5,2025-12-01,0,0
SKU00094,Pipes & Fitting - Type 1,Pipes & Fittings,W2,Chennai Hub,343,38,49,482.18,SUP009,49,2025-12-01,0,0
SKU00094,Pipes & Fitting - Type 1,Pipes & Fittings,W4,Hyderabad DC,99,74,96,482.18,SUP009,48,2025-12-01,0,0
SKU00095,Pipes & Fitting - Type 2,Pipes & Fittings,W3,Pune Regional,393,29,37,1087.9,SUP009,22,2025-12-01,0,0
SKU00095,Pipes & Fitting - Type 2,Pipes & Fittings,W4,Hyderabad DC,348,30,39,1087.9,SUP009,24,2025-12-01,0,0
SKU00096,Pipes & Fitting - Type 3,Pipes & Fittings,W1,Bengaluru North DC,227,78,101,1065.77,SUP009,27,2025-12-01,0,0
SKU00096,Pipes & Fitting - Type 3,Pipes & Fittings,W2,Chennai Hub,495,88,114,1065.77,SUP009,43,2025-12-01,0,0
SKU00096,Pipes & Fitting - Type 3,Pipes & Fittings,W3,Pune Regional,319,61,79,1065.77,SUP009,11,2025-12-01,0,0
SKU00096,Pipes & Fitting - Type 3,Pipes & Fittings,W4,Hyderabad DC,204,39,50,1065.77,SUP009,13,2025-12-01,0,0
SKU00097,Pipes & Fitting - Type 4,Pipes & Fittings,W2,Chennai Hub,101,99,128,616.09,SUP009,47,2025-12-01,0,0
SKU00097,Pipes & Fitting - Type 4,Pipes & Fittings,W3,Pune Regional,357,70,91,616.09,SUP009,25,2025-12-01,0,0
SKU00097,Pipes & Fitting - Type 4,Pipes & Fittings,W4,Hyderabad DC,312,24,31,616.09,SUP009,43,2025-12-01,0,0
SKU00098,Pipes & Fitting - Type 5,Pipes & Fittings,W1,Bengaluru North DC,210,23,29,958.68,SUP009,11,2025-12-01,0,0
SKU00099,Pipes & Fitting - Type 6,Pipes & Fittings,W1,Bengaluru North DC,366,77,100,560.49,SUP009,10,2025-12-01,0,0
SKU00099,Pipes & Fitting - Type 6,Pipes & Fittings,W2,Chennai Hub,413,58,75,560.49,SUP009,37,2025-12-01,0,0
SKU00099,Pipes & Fitting - Type 6,Pipes & Fittings,W3,Pune Regional,448,92,119,560.49,SUP009,44,2025-12-01,0,0
SKU00099,Pipes & Fitting - Type 6,Pipes & Fittings,W4,Hyderabad DC,384,38,49,560.49,SUP009,48,2025-12-01,0,0
SKU00100,Pipes & Fitting - Type 7,Pipes & Fittings,W2,Chennai Hub,368,65,84,530.67,SUP009,26,2025-12-01,0,0
SKU00100,Pipes & Fitting - Type 7,Pipes & Fittings,W3,Pune Regional,283,79,102,530.67,SUP009,49,2025-12-01,0,0
SKU00100,Pipes & Fitting - Type 7,Pipes & Fittings,W4,Hyderabad DC,293,40,52,530.67,SUP009,7,2025-12-01,0,0
SKU00101,Pipes & Fitting - Type 8,Pipes & Fittings,W1,Bengaluru North DC,299,77,100,64.18,SUP009,40,2025-12-01,0,0
SKU00101,Pipes & Fitting - Type 8,Pipes & Fittings,W2,Chennai Hub,20,30,39,64.18,SUP009,47,2025-12-01,1,0
SKU00101,Pipes & Fitting - Type 8,Pipes & Fittings,W3,Pune Regional,284,59,76,64.18,SUP009,49,2025-12-01,0,0
SKU00101,Pipes & Fitting - Type 8,Pipes & Fittings,W4,Hyderabad DC,319,20,26,64.18,SUP009,8,2025-12-01,0,0
SKU00102,Pipes & Fitting - Type 9,Pipes & Fittings,W1,Bengaluru North DC,449,65,84,706.93,SUP009,5,2025-12-01,0,0
SKU00102,Pipes & Fitting - Type 9,Pipes & Fittings,W2,Chennai Hub,187,30,39,706.93,SUP009,35,2025-12-01,0,0
SKU00102,Pipes & Fitting - Type 9,Pipes & Fittings,W4,Hyderabad DC,311,20,26,706.93,SUP009,33,2025-12-01,0,0
SKU00103,Pipes & Fitting - Type 10,Pipes & Fittings,W1,Bengaluru North DC,121,69,89,70.36,SUP009,37,2025-12-01,0,1
SKU00103,Pipes & Fitting - Type 10,Pipes & Fittings,W2,Chennai Hub,86,90,117,70.36,SUP009,31,2025-12-01,1,0
SKU00103,Pipes & Fitting - Type 10,Pipes & Fittings,W4,Hyderabad DC,360,79,102,70.36,SUP009,48,2025-12-01,0,1
SKU00104,Pipes & Fitting - Type 11,Pipes & Fittings,W1,Bengaluru North DC,125,56,72,90.35,SUP009,17,2025-12-01,0,0
SKU00104,Pipes & Fitting - Type 11,Pipes & Fittings,W2,Chennai Hub,413,99,128,90.35,SUP009,16,2025-12-01,0,0
SKU00104,Pipes & Fitting - Type 11,Pipes & Fittings,W3,Pune Regional,241,41,53,90.35,SUP009,33,2025-12-01,0,0
SKU00104,Pipes & Fitting - Type 11,Pipes & Fittings,W4,Hyderabad DC,407,58,75,90.35,SUP009,8,2025-12-01,0,0
SKU00105,Pipes & Fitting - Type 12,Pipes & Fittings,W1,Bengaluru North DC,400,41,53,1074.46,SUP009,24,2025-12-01,0,0
SKU00105,Pipes & Fitting - Type 12,Pipes & Fittings,W2,Chennai Hub,245,63,81,1074.46,SUP009,33,2025-12-01,0,0
SKU00105,Pipes & Fitting - Type 12,Pipes & Fittings,W3,Pune Regional,202,64,83,1074.46,SUP009,15,2025-12-01,0,1
SKU00105,Pipes & Fitting - Type 12,Pipes & Fittings,W4,Hyderabad DC,121,48,62,1074.46,SUP009,31,2025-12-01,0,0
SKU00106,Pipes & Fitting - Type 13,Pipes & Fittings,W2,Chennai Hub,188,22,28,668.3,SUP009,30,2025-12-01,0,0
SKU00106,Pipes & Fitting - Type 13,Pipes & Fittings,W3,Pune Regional,181,80,104,668.3,SUP009,49,2025-12-01,0,0
SKU00107,Pipes & Fitting - Type 14,Pipes & Fittings,W1,Bengaluru North DC,20,44,57,529.43,SUP009,10,2025-12-01,1,0
SKU00107,Pipes & Fitting - Type 14,Pipes & Fittings,W2,Chennai Hub,369,55,71,529.43,SUP009,47,2025-12-01,0,0
SKU00107,Pipes & Fitting - Type 14,Pipes & Fittings,W3,Pune Regional,71,90,117,529.43,SUP009,22,2025-12-01,1,0
SKU00107,Pipes & Fitting - Type 14,Pipes & Fittings,W4,Hyderabad DC,354,84,109,529.43,SUP009,29,2025-12-01,0,0
SKU00108,Pipes & Fitting - Type 15,Pipes & Fittings,W2,Chennai Hub,188,88,114,1047.5,SUP009,33,2025-12-01,0,0
SKU00108,Pipes & Fitting - Type 15,Pipes & Fittings,W3,Pune Regional,362,63,81,1047.5,SUP009,31,2025-12-01,0,0
SKU00108,Pipes & Fitting - Type 15,Pipes & Fittings,W4,Hyderabad DC,81,64,83,1047.5,SUP009,22,2025-12-01,0,0
SKU00109,Adhesives & Sealant - Type 1,Adhesives & Sealants,W1,Bengaluru North DC,155,40,52,420.81,SUP002,39,2025-12-01,0,0
SKU00109,Adhesives & Sealant - Type 1,Adhesives & Sealants,W3,Pune Regional,497,67,87,420.81,SUP002,38,2025-12-01,0,0
SKU00110,Adhesives & Sealant - Type 2,Adhesives & Sealants,W1,Bengaluru North DC,11,68,88,225.64,SUP014,44,2025-12-01,1,0
SKU00110,Adhesives & Sealant - Type 2,Adhesives & Sealants,W2,Chennai Hub,458,56,72,225.64,SUP014,12,2025-12-01,0,1
SKU00110,Adhesives & Sealant - Type 2,Adhesives & Sealants,W3,Pune Regional,453,35,45,225.64,SUP014,28,2025-12-01,0,0
SKU00110,Adhesives & Sealant - Type 2,Adhesives & Sealants,W4,Hyderabad DC,259,33,42,225.64,SUP014,12,2025-12-01,0,0
SKU00111,Adhesives & Sealant - Type 3,Adhesives & Sealants,W1,Bengaluru North DC,181,56,72,337.6,SUP007,33,2025-12-01,0,0
SKU00111,Adhesives & Sealant - Type 3,Adhesives & Sealants,W2,Chennai Hub,77,71,92,337.6,SUP007,13,2025-12-01,0,0
SKU00111,Adhesives & Sealant - Type 3,Adhesives & Sealants,W3,Pune Regional,297,51,66,337.6,SUP007,43,2025-12-01,0,0
SKU00111,Adhesives & Sealant - Type 3,Adhesives & Sealants,W4,Hyderabad DC,386,99,128,337.6,SUP007,32,2025-12-01,0,0
SKU00112,Adhesives & Sealant - Type 4,Adhesives & Sealants,W1,Bengaluru North DC,343,28,36,211.27,SUP007,9,2025-12-01,0,1
SKU00112,Adhesives & Sealant - Type 4,Adhesives & Sealants,W2,Chennai Hub,260,30,39,211.27,SUP007,42,2025-12-01,0,0
SKU00112,Adhesives & Sealant - Type 4,Adhesives & Sealants,W3,Pune Regional,73,44,57,211.27,SUP007,39,2025-12-01,0,0
SKU00112,Adhesives & Sealant - Type 4,Adhesives & Sealants,W4,Hyderabad DC,425,57,74,211.27,SUP007,31,2025-12-01,0,0
SKU00113,Adhesives & Sealant - Type 5,Adhesives & Sealants,W1,Bengaluru North DC,249,72,93,554.18,SUP002,31,2025-12-01,0,0
SKU00113,Adhesives & Sealant - Type 5,Adhesives & Sealants,W2,Chennai Hub,118,80,104,554.18,SUP002,49,2025-12-01,0,0
SKU00113,Adhesives & Sealant - Type 5,Adhesives & Sealants,W4,Hyderabad DC,280,85,110,554.18,SUP002,47,2025-12-01,0,0
SKU00114,Adhesives & Sealant - Type 6,Adhesives & Sealants,W1,Bengaluru North DC,417,37,48,233.76,SUP002,48,2025-12-01,0,0
SKU00114,Adhesives & Sealant - Type 6,Adhesives & Sealants,W2,Chennai Hub,163,45,58,233.76,SUP002,23,2025-12-01,0,0
SKU00114,Adhesives & Sealant - Type 6,Adhesives & Sealants,W3,Pune Regional,357,29,37,233.76,SUP002,40,2025-12-01,0,0
SKU00114,Adhesives & Sealant - Type 6,Adhesives & Sealants,W4,Hyderabad DC,354,76,98,233.76,SUP002,20,2025-12-01,0,0
SKU00115,Adhesives & Sealant - Type 7,Adhesives & Sealants,W1,Bengaluru North DC,405,46,59,464.49,SUP014,12,2025-12-01,0,0
SKU00115,Adhesives & Sealant - Type 7,Adhesives & Sealants,W2,Chennai Hub,290,61,79,464.49,SUP014,12,2025-12-01,0,0
SKU00115,Adhesives & Sealant - Type 7,Adhesives & Sealants,W3,Pune Regional,215,95,123,464.49,SUP014,46,2025-12-01,0,0
SKU00115,Adhesives & Sealant - Type 7,Adhesives & Sealants,W4,Hyderabad DC,468,43,55,464.49,SUP014,37,2025-12-01,0,0
SKU00116,Adhesives & Sealant - Type 8,Adhesives & Sealants,W1,Bengaluru North DC,417,42,54,356.93,SUP002,41,2025-12-01,0,0
SKU00116,Adhesives & Sealant - Type 8,Adhesives & Sealants,W2,Chennai Hub,87,40,52,356.93,SUP002,31,2025-12-01,0,0
SKU00116,Adhesives & Sealant - Type 8,Adhesives & Sealants,W3,Pune Regional,444,45,58,356.93,SUP002,35,2025-12-01,0,0
SKU00117,Adhesives & Sealant - Type 9,Adhesives & Sealants,W3,Pune Regional,100,86,111,168.2,SUP002,44,2025-12-01,0,0
SKU00117,Adhesives & Sealant - Type 9,Adhesives & Sealants,W4,Hyderabad DC,359,30,39,168.2,SUP002,10,2025-12-01,0,0
SKU00118,Adhesives & Sealant - Type 10,Adhesives & Sealants,W1,Bengaluru North DC,90,41,53,521.78,SUP014,17,2025-12-01,0,0
SKU00118,Adhesives & Sealant - Type 10,Adhesives & Sealants,W2,Chennai Hub,379,38,49,521.78,SUP014,30,2025-12-01,0,0
SKU00118,Adhesives & Sealant - Type 10,Adhesives & Sealants,W3,Pune Regional,125,34,44,521.78,SUP014,29,2025-12-01,0,0
SKU00119,Adhesives & Sealant - Type 11,Adhesives & Sealants,W1,Bengaluru North DC,116,60,78,324.25,SUP007,33,2025-12-01,0,0
SKU00119,Adhesives & Sealant - Type 11,Adhesives & Sealants,W2,Chennai Hub,141,87,113,324.25,SUP007,24,2025-12-01,0,0
SKU00119,Adhesives & Sealant - Type 11,Adhesives & Sealants,W4,Hyderabad DC,254,75,97,324.25,SUP007,17,2025-12-01,0,0
SKU00120,Adhesives & Sealant - Type 12,Adhesives & Sealants,W1,Bengaluru North DC,207,33,42,310.21,SUP007,20,2025-12-01,0,0
SKU00120,Adhesives & Sealant - Type 12,Adhesives & Sealants,W2,Chennai Hub,190,49,63,310.21,SUP007,29,2025-12-01,0,0
SKU00120,Adhesives & Sealant - Type 12,Adhesives & Sealants,W3,Pune Regional,451,91,118,310.21,SUP007,43,2025-12-01,0,0
SKU00120,Adhesives & Sealant - Type 12,Adhesives & Sealants,W4,Hyderabad DC,122,70,91,310.21,SUP007,15,2025-12-01,0,0
SKU00121,Adhesives & Sealant - Type 13,Adhesives & Sealants,W1,Bengaluru North DC,187,51,66,266.53,SUP014,41,2025-12-01,0,0
SKU00121,Adhesives & Sealant - Type 13,Adhesives & Sealants,W2,Chennai Hub,304,24,31,266.53,SUP014,14,2025-12-01,0,0
SKU00121,Adhesives & Sealant - Type 13,Adhesives & Sealants,W3,Pune Regional,237,75,97,266.53,SUP014,13,2025-12-01,0,0
SKU00121,Adhesives & Sealant - Type 13,Adhesives & Sealants,W4,Hyderabad DC,112,54,70,266.53,SUP014,41,2025-12-01,0,0
SKU00122,Adhesives & Sealant - Type 14,Adhesives & Sealants,W1,Bengaluru North DC,159,27,35,259.27,SUP002,10,2025-12-01,0,0
SKU00122,Adhesives & Sealant - Type 14,Adhesives & Sealants,W2,Chennai Hub,423,88,114,259.27,SUP002,46,2025-12-01,0,0
SKU00122,Adhesives & Sealant - Type 14,Adhesives & Sealants,W3,Pune Regional,149,70,91,259.27,SUP002,43,2025-12-01,0,0
SKU00122,Adhesives & Sealant - Type 14,Adhesives & Sealants,W4,Hyderabad DC,287,47,61,259.27,SUP002,37,2025-12-01,0,0
SKU00123,Adhesives & Sealant - Type 15,Adhesives & Sealants,W1,Bengaluru North DC,476,80,104,459.67,SUP014,21,2025-12-01,0,0
SKU00123,Adhesives & Sealant - Type 15,Adhesives & Sealants,W2,Chennai Hub,423,58,75,459.67,SUP014,11,2025-12-01,0,0
SKU00123,Adhesives & Sealant - Type 15,Adhesives & Sealants,W3,Pune Regional,374,44,57,459.67,SUP014,11,2025-12-01,0,0
SKU00123,Adhesives & Sealant - Type 15,Adhesives & Sealants,W4,Hyderabad DC,391,46,59,459.67,SUP014,9,2025-12-01,0,0
SKU00124,Adhesives & Sealant - Type 16,Adhesives & Sealants,W2,Chennai Hub,430,48,62,407.16,SUP014,44,2025-12-01,0,0
SKU00124,Adhesives & Sealant - Type 16,Adhesives & Sealants,W4,Hyderabad DC,160,67,87,407.16,SUP014,48,2025-12-01,0,0
SKU00125,Adhesives & Sealant - Type 17,Adhesives & Sealants,W1,Bengaluru North DC,87,69,89,76.43,SUP014,35,2025-12-01,0,0
SKU00125,Adhesives & Sealant - Type 17,Adhesives & Sealants,W2,Chennai Hub,264,90,117,76.43,SUP014,38,2025-12-01,0,0
SKU00125,Adhesives & Sealant - Type 17,Adhesives & Sealants,W3,Pune Regional,79,55,71,76.43,SUP014,42,2025-12-01,0,0
SKU00125,Adhesives & Sealant - Type 17,Adhesives & Sealants,W4,Hyderabad DC,63,67,87,76.43,SUP014,40,2025-12-01,1,0
