po_id,po_date,supplier_id,supplier_name,warehouse_id,product_id,product_name,quantity_ordered,quantity_received,expected_delivery_date,actual_delivery_date,status,unit_cost
PO900185,2023-10-10,SUP012,Coastal Metal Traders,W1,SKU00087,Plumbing Supplie - Type 11,1845,1845,2023-11-19,2023-11-19,received,704.55
PO900186,2023-10-13,SUP002,Bharat Fastener Co.,W1,SKU00114,Adhesives & Sealant - Type 6,870,610,2023-11-19,2023-11-19,received,233.76
PO900187,2023-10-13,SUP004,Voltek Electricals,W3,SKU00005,Fastener - Type 5,1322,1322,2023-11-02,2023-11-02,received,41.97
PO900188,2023-10-13,SUP015,Krishna Tools & Dies,W4,SKU00131,Bearing - Type 5,131,131,2023-10-20,2023-10-20,received,1857.62
PO900189,2023-10-16,SUP002,Bharat Fastener Co.,W2,SKU00118,Adhesives & Sealant - Type 10,818,818,2023-11-22,2023-11-23,received,521.78
PO900190,2023-10-16,SUP008,Sunrise Adhesives,W2,SKU00013,Electrical Component - Type 1,206,206,2023-11-04,2023-11-07,received,283.87
PO900191,2023-10-19,SUP013,Apex Industrial Components,W1,SKU00008,Fastener - Type 8,1924,1924,2023-11-26,2023-11-26,received,43.82
PO900192,2023-10-19,SUP008,Sunrise Adhesives,W2,SKU00024,Electrical Component - Type 12,1547,1547,2023-11-07,2023-11-07,received,439.12
PO900193,2023-10-22,SUP013,Apex Industrial Components,W1,SKU00009,Fastener - Type 9,1686,1686,2023-11-29,2023-11-29,received,27.59
PO900194,2023-10-22,SUP007,Titan Tools India,W2,SKU00114,Adhesives & Sealant - Type 6,666,666,2023-11-05,2023-11-05,received,233.76
PO900195,2023-10-22,SUP006,Deccan Plumbing Supplies,W2,SKU00127,Bearing - Type 1,1734,1734,2023-11-07,2023-11-07,received,407.58
PO900196,2023-10-25,SUP005,SafeGuard PPE Manufacturing,W1,SKU00069,Safety Equipment - Type 7,1892,1892,2023-11-22,2023-11-22,received,995.79
PO900197,2023-10-25,SUP007,Titan Tools India,W2,SKU00116,Adhesives & Sealant - Type 8,770,770,2023-11-08,2023-11-08,received,356.93
PO900198,2023-10-28,SUP009,National Pipe & Fittings,W2,SKU00102,Pipes & Fitting - Type 9,1240,1240,2023-11-22,2023-11-22,received,706.93
PO900199,2023-10-28,SUP012,Coastal Metal Traders,W3,SKU00085,Plumbing Supplie - Type 9,272,272,2023-12-07,2023-12-07,received,525.29
PO900200,2023-10-28,SUP002,Bharat Fastener Co.,W1,SKU00115,Adhesives & Sealant - Type 7,99,99,2023-12-04,2023-12-04,received,464.49
PO900201,2023-10-31,SUP009,National Pipe & Fittings,W4,SKU00099,Pipes & Fitting - Type 6,329,329,2023-11-25,2023-11-25,received,560.49
PO900202,2023-11-03,SUP012,Coastal Metal Traders,W4,SKU00087,Plumbing Supplie - Type 11,466,466,2023-12-13,2023-12-13,received,704.55
PO900203,2023-11-03,SUP014,Vishal Steel Traders,W1,SKU00111,Adhesives & Sealant - Type 3,247,247,2023-12-08,2023-12-08,received,337.6
PO900204,2023-11-06,SUP010,LumaTech Lighting,W1,SKU00042,Hand Tool - Type 17,363,260,2023-12-05,2023-12-05,received,790.38
PO900205,2023-11-06,SUP008,Sunrise Adhesives,W2,SKU00016,Electrical Component - Type 4,1255,1255,2023-11-25,2023-11-25,received,507.08
PO900206,2023-11-09,SUP009,National Pipe & Fittings,W1,SKU00096,Pipes & Fitting - Type 3,456,456,2023-12-04,2023-12-04,received,1065.77
PO900207,2023-11-12,SUP006,Deccan Plumbing Supplies,W3,SKU00130,Bearing - Type 4,1855,1855,2023-11-28,2023-11-28,received,1527.22
PO900208,2023-11-12,SUP002,Bharat Fastener Co.,W2,SKU00110,Adhesives & Sealant - Type 2,1397,1397,2023-12-19,2023-12-19,received,225.64
PO900209,2023-11-12,SUP014,Vishal Steel Traders,W3,SKU00119,Adhesives & Sealant - Type 11,816,816,2023-12-17,2023-12-17,received,324.25
PO900210,2023-11-15,SUP002,Bharat Fastener Co.,W3,SKU00122,Adhesives & Sealant - Type 14,940,940,2023-12-22,2023-12-22,received,259.27
PO900211,2023-11-15,SUP011,Everest Hardware,W1,SKU00028,Hand Tool - Type 3,656,656,2023-12-06,2023-12-06,received,1242.64
PO900212,2023-11-18,SUP005,SafeGuard PPE Manufacturing,W1,SKU00068,Safety Equipment - Type 6,309,309,2023-12-16,2023-12-16,received,1088.51
PO900213,2023-11-18,SUP008,Sunrise Adhesives,W2,SKU00016,Electrical Component - Type 4,1427,1427,2023-12-07,2023-12-07,received,507.08
PO900214,2023-11-21,SUP010,LumaTech Lighting,W4,SKU00034,Hand Tool - Type 9,265,265,2023-12-20,2023-12-22,received,349.68
PO900215,2023-11-21,SUP001,Ashoka Steel Works,W1,SKU00129,Bearing - Type 3,743,743,2023-12-13,2023-12-13,received,1034.83
PO900216,2023-11-24,SUP012,Coastal Metal Traders,W2,SKU00082,Plumbing Supplie - Type 6,1811,1811,2024-01-03,2024-01-03,received,907.68
PO900217,2023-11-24,SUP002,Bharat Fastener Co.,W2,SKU00124,Adhesives & Sealant - Type 16,1785,1785,2023-12-31,2023-12-31,received,407.16
PO900218,2023-11-27,SUP012,Coastal Metal Traders,W4,SKU00092,Plumbing Supplie - Type 16,886,886,2024-01-06,2024-01-06,received,947.15
PO900219,2023-11-27,SUP013,Apex Industrial Components,W4,SKU00012,Fastener - Type 12,684,684,2024-01-04,2024-01-04,received,21.59
PO900220,2023-11-30,SUP005,SafeGuard PPE Manufacturing,W4,SKU00071,Safety Equipment - Type 9,1779,1779,2023-12-28,2023-12-28,received,1621.04
PO900221,2023-12-03,SUP012,Coastal Metal Traders,W1,SKU00079,Plumbing Supplie - Type 3,420,420,2024-01-12,2024-01-12,received,317.73
PO900222,2023-12-03,SUP011,Everest Hardware,W4,SKU00032,Hand Tool - Type 7,360,271,2023-12-24,2023-12-24,received,1423.8
PO900223,2023-12-03,SUP014,Vishal Steel Traders,W2,SKU00112,Adhesives & Sealant - Type 4,78,78,2024-01-07,2024-01-08,received,211.27
PO900224,2023-12-06,SUP004,Voltek Electricals,W4,SKU00001,Fastener - Type 1,1521,1521,2023-12-26,2023-12-26,received,6.92
PO900225,2023-12-06,SUP014,Vishal Steel Traders,W3,SKU00109,Adhesives & Sealant - Type 1,452,404,2024-01-10,2024-01-10,received,420.81
PO900226,2023-12-09,SUP009,National Pipe & Fittings,W4,SKU00096,Pipes & Fitting - Type 3,1831,1831,2024-01-03,2024-01-06,received,1065.77
PO900227,2023-12-09,SUP009,National Pipe & Fittings,W3,SKU00100,Pipes & Fitting - Type 7,177,177,2024-01-03,2024-01-03,received,530.67
PO900228,2023-12-09,SUP004,Voltek Electricals,W4,SKU00011,Fastener - Type 11,1010,1010,2023-12-29,2024-01-01,received,38.29
PO900229,2023-12-12,SUP010,LumaTech Lighting,W4,SKU00041,Hand Tool - Type 16,564,564,2024-01-10,2024-01-13,received,1584.93
PO900230,2023-12-12,SUP002,Bharat Fastener Co.,W3,SKU00109,Adhesives & Sealant - Type 1,243,243,2024-01-18,2024-01-18,received,420.81
PO900231,2023-12-15,SUP011,Everest Hardware,W4,SKU00029,Hand Tool - Type 4,1168,1168,2024-01-05,2024-01-05,received,1396.1
PO900232,2023-12-15,SUP008,Sunrise Adhesives,W3,SKU00022,Electrical Component - Type 10,1962,1962,2024-01-03,2024-01-03,received,396.61
PO900233,2023-12-18,SUP013,Apex Industrial Components,W4,SKU00001,Fastener - Type 1,505,505,2024-01-25,2024-01-25,received,6.92
PO900234,2023-12-21,SUP004,Voltek Electricals,W4,SKU00001,Fastener - Type 1,622,622,2024-01-10,2024-01-10,received,6.92
PO900235,2023-12-21,SUP015,Krishna Tools & Dies,W4,SKU00131,Bearing - Type 5,60,60,2023-12-28,2023-12-28,received,1857.62
PO900236,2023-12-24,SUP013,Apex Industrial Components,W2,SKU00005,Fastener - Type 5,1205,1205,2024-01-31,2024-01-31,received,41.97
PO900237,2023-12-24,SUP006,Deccan Plumbing Supplies,W1,SKU00131,Bearing - Type 5,1900,1900,2024-01-09,2024-01-09,received,1857.62
PO900238,2023-12-27,SUP008,Sunrise Adhesives,W3,SKU00022,Electrical Component - Type 10,1374,1374,2024-01-15,2024-01-19,delayed,396.61
PO900239,2023-12-27,SUP014,Vishal Steel Traders,W2,SKU00125,Adhesives & Sealant - Type 17,175,175,2024-01-31,2024-01-31,received,76.43
PO900240,2023-12-30,SUP014,Vishal Steel Traders,W1,SKU00118,Adhesives & Sealant - Type 10,216,216,2024-02-03,2024-02-07,delayed,521.78
PO900241,2023-12-30,SUP004,Voltek Electricals,W4,SKU00003,Fastener - Type 3,1643,1643,2024-01-19,2024-01-19,received,21.09
PO900242,2024-01-02,SUP002,Bharat Fastener Co.,W1,SKU00123,Adhesives & Sealant - Type 15,1102,1102,2024-02-08,2024-02-08,received,459.67
PO900243,2024-01-02,SUP007,Titan Tools India,W3,SKU00124,Adhesives & Sealant - Type 16,1496,0,2024-01-16,,cancelled,407.16
PO900244,2024-01-05,SUP005,SafeGuard PPE Manufacturing,W1,SKU00075,Safety Equipment - Type 13,1274,1274,2024-02-02,2024-02-02,received,1179.99
PO900245,2024-01-05,SUP011,Everest Hardware,W2,SKU00027,Hand Tool - Type 2,271,271,2024-01-26,2024-01-29,received,933.87
PO900246,2024-01-05,SUP012,Coastal Metal Traders,W2,SKU00091,Plumbing Supplie - Type 15,646,646,2024-02-14,2024-02-14,received,132.68
PO900247,2024-01-08,SUP006,Deccan Plumbing Supplies,W4,SKU00138,Bearing - Type 12,1430,1430,2024-01-24,2024-01-24,received,989.79
PO900248,2024-01-08,SUP012,Coastal Metal Traders,W4,SKU00080,Plumbing Supplie - Type 4,189,189,2024-02-17,2024-02-17,received,507.75
PO900249,2024-01-08,SUP009,National Pipe & Fittings,W2,SKU00098,Pipes & Fitting - Type 5,533,533,2024-02-02,2024-02-02,received,958.68
PO900250,2024-01-11,SUP012,Coastal Metal Traders,W2,SKU00092,Plumbing Supplie - Type 16,1558,1558,2024-02-20,2024-02-20,received,947.15
PO900251,2024-01-11,SUP015,Krishna Tools & Dies,W4,SKU00129,Bearing - Type 3,1795,0,2024-01-18,,cancelled,1034.83
PO900252,2024-01-14,SUP003,Precision Bearings Ltd,W2,SKU00129,Bearing - Type 3,55,55,2024-02-21,2024-02-21,received,1034.83
PO900253,2024-01-14,SUP010,LumaTech Lighting,W4,SKU00034,Hand Tool - Type 9,557,557,2024-02-12,2024-02-12,received,349.68
PO900254,2024-01-17,SUP009,National Pipe & Fittings,W3,SKU00107,Pipes & Fitting - Type 14,697,697,2024-02-11,2024-02-11,received,529.43
PO900255,2024-01-17,SUP012,Coastal Metal Traders,W4,SKU00087,Plumbing Supplie - Type 11,372,372,2024-02-26,2024-02-26,received,704.55
PO900256,2024-01-20,SUP014,Vishal Steel Traders,W1,SKU00121,Adhesives & Sealant - Type 13,925,925,2024-02-24,2024-02-24,received,266.53
PO900257,2024-01-20,SUP002,Bharat Fastener Co.,W2,SKU00117,Adhesives & Sealant - Type 9,101,101,2024-02-26,2024-02-26,received,168.2
PO900258,2024-01-20,SUP009,National Pipe & Fittings,W3,SKU00104,Pipes & Fitting - Type 11,652,652,2024-02-14,2024-02-14,received,90.35
PO900259,2024-01-23,SUP010,LumaTech Lighting,W4,SKU00037,Hand Tool - Type 12,660,490,2024-02-21,2024-02-21,received,1171.0
PO900260,2024-01-26,SUP013,Apex Industrial Components,W1,SKU00002,Fastener - Type 2,1061,1061,2024-03-04,2024-03-04,received,22.21
PO900261,2024-01-26,SUP015,Krishna Tools & Dies,W3,SKU00130,Bearing - Type 4,798,798,2024-02-02,2024-02-02,received,1527.22
PO900262,2024-01-26,SUP005,SafeGuard PPE Manufacturing,W3,SKU00076,Safety Equipment - Type 14,1151,1151,2024-02-23,2024-02-23,received,883.19
PO900263,2024-01-29,SUP008,Sunrise Adhesives,W3,SKU00017,Electrical Component - Type 5,728,728,2024-02-17,2024-02-20,received,819.03
PO900264,2024-01-29,SUP012,Coastal Metal Traders,W2,SKU00082,Plumbing Supplie - Type 6,1865,1865,2024-03-09,2024-03-09,received,907.68
PO900265,2024-02-01,SUP004,Voltek Electricals,W3,SKU00005,Fastener - Type 5,1393,1393,2024-02-21,2024-02-21,received,41.97
PO900266,2024-02-04,SUP005,SafeGuard PPE Manufacturing,W2,SKU00075,Safety Equipment - Type 13,966,966,2024-03-03,2024-03-03,received,1179.99
PO900267,2024-02-04,SUP001,Ashoka Steel Works,W3,SKU00132,Bearing - Type 6,1639,1639,2024-02-26,2024-02-26,received,804.38
PO900268,2024-02-04,SUP013,Apex Industrial Components,W2,SKU00002,Fastener - Type 2,1960,1960,2024-03-13,2024-03-15,received,22.21
PO900269,2024-02-07,SUP015,Krishna Tools & Dies,W2,SKU00129,Bearing - Type 3,1920,1920,2024-02-14,2024-02-14,received,1034.83
PO900270,2024-02-07,SUP008,Sunrise Adhesives,W3,SKU00014,Electrical Component - Type 2,350,350,2024-02-26,2024-02-27,received,438.65
PO900271,2024-02-10,SUP013,Apex Industrial Components,W2,SKU00003,Fastener - Type 3,1779,1779,2024-03-19,2024-03-19,received,21.09
PO900272,2024-02-13,SUP002,Bharat Fastener Co.,W2,SKU00109,Adhesives & Sealant - Type 1,1754,1754,2024-03-21,2024-03-21,received,420.81
PO900273,2024-02-13,SUP015,Krishna Tools & Dies,W4,SKU00132,Bearing - Type 6,1940,1940,2024-02-20,2024-02-20,received,804.38
PO900274,2024-02-13,SUP004,Voltek Electricals,W1,SKU00003,Fastener - Type 3,1071,1071,2024-03-04,2024-03-04,received,21.09
PO900275,2024-02-16,SUP002,Bharat Fastener Co.,W3,SKU00118,Adhesives & Sealant - Type 10,664,664,2024-03-24,2024-03-24,received,521.78
PO900276,2024-02-16,SUP003,Precision Bearings Ltd,W3,SKU00136,Bearing - Type 10,218,218,2024-03-25,2024-03-25,received,432.85
PO900277,2024-02-16,SUP002,Bharat Fastener Co.,W1,SKU00122,Adhesives & Sealant - Type 14,1579,1579,2024-03-24,2024-03-24,received,259.27
PO900278,2024-02-19,SUP012,Coastal Metal Traders,W2,SKU00092,Plumbing Supplie - Type 16,1151,1151,2024-03-30,2024-03-30,received,947.15
PO900279,2024-02-19,SUP013,Apex Industrial Components,W2,SKU00008,Fastener - Type 8,1550,1550,2024-03-28,2024-03-28,received,43.82
PO900280,2024-02-22,SUP001,Ashoka Steel Works,W2,SKU00128,Bearing - Type 2,112,112,2024-03-15,2024-03-16,received,1917.4
PO900281,2024-02-25,SUP015,Krishna Tools & Dies,W2,SKU00130,Bearing - Type 4,1302,1302,2024-03-03,2024-03-03,received,1527.22
PO900282,2024-02-25,SUP003,Precision Bearings Ltd,W1,SKU00131,Bearing - Type 5,120,120,2024-04-03,2024-04-03,received,1857.62
PO900283,2024-02-25,SUP005,SafeGuard PPE Manufacturing,W3,SKU00073,Safety Equipment - Type 11,1532,1532,2024-03-24,2024-03-24,received,1841.77
PO900284,2024-02-28,SUP002,Bharat Fastener Co.,W3,SKU00115,Adhesives & Sealant - Type 7,674,674,2024-04-05,2024-04-05,received,464.49
PO900285,2024-02-28,SUP009,National Pipe & Fittings,W2,SKU00097,Pipes & Fitting - Type 4,1109,1109,2024-03-24,2024-03-24,received,616.09
PO900286,2024-03-02,SUP005,SafeGuard PPE Manufacturing,W3,SKU00073,Safety Equipment - Type 11,1237,1237,2024-03-30,2024-03-30,received,1841.77
PO900287,2024-03-02,SUP006,Deccan Plumbing Supplies,W1,SKU00136,Bearing - Type 10,825,825,2024-03-18,2024-03-18,received,432.85
PO900288,2024-03-02,SUP009,National Pipe & Fittings,W2,SKU00105,Pipes & Fitting - Type 12,466,466,2024-03-27,2024-03-27,received,1074.46
PO900289,2024-03-05,SUP003,Precision Bearings Ltd,W4,SKU00134,Bearing - Type 8,1459,1459,2024-04-12,2024-04-12,received,499.59
PO900290,2024-03-05,SUP003,Precision Bearings Ltd,W1,SKU00129,Bearing - Type 3,1172,1172,2024-04-12,2024-04-12,received,1034.83
PO900291,2024-03-08,SUP003,Precision Bearings Ltd,W3,SKU00127,Bearing - Type 1,178,178,2024-04-15,2024-04-15,received,407.58
PO900292,2024-03-08,SUP003,Precision Bearings Ltd,W1,SKU00128,Bearing - Type 2,1920,1920,2024-04-15,2024-04-15,received,1917.4
PO900293,2024-03-08,SUP010,LumaTech Lighting,W2,SKU00034,Hand Tool - Type 9,1291,1291,2024-04-06,2024-04-06,received,349.68
PO900294,2024-03-11,SUP012,Coastal Metal Traders,W1,SKU00086,Plumbing Supplie - Type 10,1217,1217,2024-04-20,2024-04-20,received,413.93
PO900295,2024-03-11,SUP011,Everest Hardware,W4,SKU00037,Hand Tool - Type 12,1778,1778,2024-04-01,2024-04-01,received,1171.0
PO900296,2024-03-14,SUP006,Deccan Plumbing Supplies,W3,SKU00136,Bearing - Type 10,1190,1190,2024-03-30,2024-03-30,received,432.85
PO900297,2024-03-14,SUP001,Ashoka Steel Works,W1,SKU00135,Bearing - Type 9,341,341,2024-04-05,2024-04-05,received,1883.55
PO900298,2024-03-14,SUP007,Titan Tools India,W2,SKU00120,Adhesives & Sealant - Type 12,364,364,2024-03-28,2024-03-28,received,310.21
PO900299,2024-03-17,SUP015,Krishna Tools & Dies,W3,SKU00134,Bearing - Type 8,1079,1079,2024-03-24,2024-03-24,received,499.59
PO900300,2024-03-20,SUP007,Titan Tools India,W1,SKU00113,Adhesives & Sealant - Type 5,1856,1423,2024-04-03,2024-04-03,received,554.18
PO900301,2024-03-20,SUP015,Krishna Tools & Dies,W1,SKU00136,Bearing - Type 10,1994,1994,2024-03-27,2024-03-27,received,432.85
PO900302,2024-03-23,SUP005,SafeGuard PPE Manufacturing,W1,SKU00072,Safety Equipment - Type 10,217,217,2024-04-20,2024-04-20,received,1273.06
PO900303,2024-03-23,SUP008,Sunrise Adhesives,W3,SKU00024,Electrical Component - Type 12,1366,1366,2024-04-11,2024-04-11,received,439.12
PO900304,2024-03-26,SUP010,LumaTech Lighting,W3,SKU00032,Hand Tool - Type 7,1320,1320,2024-04-24,2024-04-24,received,1423.8
PO900305,2024-03-26,SUP011,Everest Hardware,W2,SKU00031,Hand Tool - Type 6,1101,1101,2024-04-16,2024-04-16,received,209.82
PO900306,2024-03-26,SUP008,Sunrise Adhesives,W2,SKU00019,Electrical Component - Type 7,1907,1907,2024-04-14,2024-04-14,received,358.44
PO900307,2024-03-29,SUP014,Vishal Steel Traders,W3,SKU00122,Adhesives & Sealant - Type 14,455,455,2024-05-03,2024-05-03,received,259.27
PO900308,2024-03-29,SUP012,Coastal Metal Traders,W2,SKU00079,Plumbing Supplie - Type 3,1555,1555,2024-05-08,2024-05-08,received,317.73
PO900309,2024-04-01,SUP002,Bharat Fastener Co.,W4,SKU00112,Adhesives & Sealant - Type 4,576,576,2024-05-08,2024-05-08,received,211.27
PO900310,2024-04-04,SUP015,Krishna Tools & Dies,W4,SKU00134,Bearing - Type 8,1822,1822,2024-04-11,2024-04-11,received,499.59
PO900311,2024-04-04,SUP005,SafeGuard PPE Manufacturing,W2,SKU00076,Safety Equipment - Type 14,1051,1051,2024-05-02,2024-05-06,delayed,883.19
PO900312,2024-04-04,SUP005,SafeGuard PPE Manufacturing,W1,SKU00065,Safety Equipment - Type 3,809,809,2024-05-02,2024-05-02,received,1314.52
PO900313,2024-04-07,SUP013,Apex Industrial Components,W4,SKU00010,Fastener - Type 10,1261,1261,2024-05-15,2024-05-15,received,21.36
PO900314,2024-04-10,SUP014,Vishal Steel Traders,W2,SKU00119,Adhesives & Sealant - Type 11,1377,1377,2024-05-15,2024-05-15,received,324.25
PO900315,2024-04-10,SUP003,Precision Bearings Ltd,W4,SKU00138,Bearing - Type 12,1902,1902,2024-05-18,2024-05-18,received,989.79
PO900316,2024-04-10,SUP002,Bharat Fastener Co.,W3,SKU00111,Adhesives & Sealant - Type 3,1782,1782,2024-05-17,2024-05-17,received,337.6
PO900317,2024-04-13,SUP008,Sunrise Adhesives,W4,SKU00014,Electrical Component - Type 2,1554,1554,2024-05-02,2024-05-05,received,438.65
PO900318,2024-04-13,SUP011,Everest Hardware,W1,SKU00034,Hand Tool - Type 9,348,348,2024-05-04,2024-05-04,received,349.68
PO900319,2024-04-13,SUP011,Everest Hardware,W1,SKU00031,Hand Tool - Type 6,338,338,2024-05-04,2024-05-04,received,209.82
PO900320,2024-04-16,SUP011,Everest Hardware,W3,SKU00037,Hand Tool - Type 12,481,481,2024-05-07,2024-05-07,received,1171.0
PO900321,2024-04-16,SUP014,Vishal Steel Traders,W2,SKU00122,Adhesives & Sealant - Type 14,1409,1409,2024-05-21,2024-05-21,received,259.27
PO900322,2024-04-19,SUP011,Everest Hardware,W4,SKU00036,Hand Tool - Type 11,709,552,2024-05-10,2024-05-10,received,200.26
PO900323,2024-04-19,SUP005,SafeGuard PPE Manufacturing,W2,SKU00070,Safety Equipment - Type 8,276,276,2024-05-17,2024-05-19,received,121.19
PO900324,2024-04-19,SUP014,Vishal Steel Traders,W4,SKU00116,Adhesives & Sealant - Type 8,1739,1739,2024-05-24,2024-05-24,received,356.93
PO900325,2024-04-22,SUP013,Apex Industrial Components,W3,SKU00001,Fastener - Type 1,1290,1290,2024-05-30,2024-05-30,received,6.92
PO900326,2024-04-22,SUP008,Sunrise Adhesives,W3,SKU00016,Electrical Component - Type 4,1337,1337,2024-05-11,2024-05-11,received,507.08
PO900327,2024-04-25,SUP001,Ashoka Steel Works,W4,SKU00138,Bearing - Type 12,735,735,2024-05-17,2024-05-17,received,989.79
PO900328,2024-04-25,SUP003,Precision Bearings Ltd,W1,SKU00131,Bearing - Type 5,1925,1925,2024-06-02,2024-06-02,received,1857.62
PO900329,2024-04-25,SUP014,Vishal Steel Traders,W1,SKU00122,Adhesives & Sealant - Type 14,1490,1490,2024-05-30,2024-05-30,received,259.27
PO900330,2024-04-28,SUP007,Titan Tools India,W2,SKU00120,Adhesives & Sealant - Type 12,1546,1546,2024-05-12,2024-05-12,received,310.21
PO900331,2024-05-01,SUP001,Ashoka Steel Works,W2,SKU00136,Bearing - Type 10,1665,1665,2024-05-23,2024-05-23,received,432.85
PO900332,2024-05-01,SUP011,Everest Hardware,W2,SKU00035,Hand Tool - Type 10,1213,1213,2024-05-22,2024-05-22,received,986.97
PO900333,2024-05-04,SUP014,Vishal Steel Traders,W1,SKU00118,Adhesives & Sealant - Type 10,1299,997,2024-06-08,2024-06-08,received,521.78
PO900334,2024-05-04,SUP015,Krishna Tools & Dies,W1,SKU00139,Bearing - Type 13,1827,1827,2024-05-11,2024-05-11,received,2355.14
PO900335,2024-05-07,SUP007,Titan Tools India,W2,SKU00122,Adhesives & Sealant - Type 14,460,460,2024-05-21,2024-05-25,delayed,259.27
PO900336,2024-05-07,SUP014,Vishal Steel Traders,W2,SKU00114,Adhesives & Sealant - Type 6,1552,1552,2024-06-11,2024-06-11,received,233.76
PO900337,2024-05-07,SUP001,Ashoka Steel Works,W4,SKU00129,Bearing - Type 3,701,701,2024-05-29,2024-06-01,received,1034.83
PO900338,2024-05-10,SUP009,National Pipe & Fittings,W1,SKU00099,Pipes & Fitting - Type 6,736,736,2024-06-04,2024-06-04,received,560.49
PO900339,2024-05-10,SUP011,Everest Hardware,W1,SKU00035,Hand Tool - Type 10,735,735,2024-05-31,2024-05-31,received,986.97
PO900340,2024-05-10,SUP015,Krishna Tools & Dies,W3,SKU00131,Bearing - Type 5,928,928,2024-05-17,2024-05-17,received,1857.62
PO900341,2024-05-13,SUP001,Ashoka Steel Works,W2,SKU00135,Bearing - Type 9,1714,1714,2024-06-04,2024-06-04,received,1883.55
PO900342,2024-05-13,SUP005,SafeGuard PPE Manufacturing,W1,SKU00067,Safety Equipment - Type 5,1944,1944,2024-06-10,2024-06-13,received,1005.65
PO900343,2024-05-13,SUP004,Voltek Electricals,W4,SKU00001,Fastener - Type 1,1679,1679,2024-06-02,2024-06-02,received,6.92
PO900344,2024-05-16,SUP014,Vishal Steel Traders,W4,SKU00120,Adhesives & Sealant - Type 12,1610,1610,2024-06-20,2024-06-23,received,310.21
PO900345,2024-05-16,SUP014,Vishal Steel Traders,W3,SKU00123,Adhesives & Sealant - Type 15,627,627,2024-06-20,2024-06-20,received,459.67
PO900346,2024-05-16,SUP010,LumaTech Lighting,W1,SKU00027,Hand Tool - Type 2,919,919,2024-06-14,2024-06-14,received,933.87
PO900347,2024-05-19,SUP002,Bharat Fastener Co.,W3,SKU00110,Adhesives & Sealant - Type 2,1443,0,2024-06-25,,cancelled,225.64
PO900348,2024-05-22,SUP014,Vishal Steel Traders,W1,SKU00122,Adhesives & Sealant - Type 14,1557,1557,2024-06-26,2024-06-26,received,259.27
PO900349,2024-05-22,SUP011,Everest Hardware,W4,SKU00032,Hand Tool - Type 7,1304,1304,2024-06-12,2024-06-12,received,1423.8
PO900350,2024-05-25,SUP001,Ashoka Steel Works,W3,SKU00133,Bearing - Type 7,1724,1724,2024-06-16,2024-06-19,received,81.99
PO900351,2024-05-25,SUP001,Ashoka Steel Works,W2,SKU00138,Bearing - Type 12,474,474,2024-06-16,2024-06-16,received,989.79
PO900352,2024-05-28,SUP002,Bharat Fastener Co.,W1,SKU00125,Adhesives & Sealant - Type 17,1666,1666,2024-07-04,2024-07-04,received,76.43
PO900353,2024-05-28,SUP013,Apex Industrial Components,W1,SKU00008,Fastener - Type 8,200,200,2024-07-05,2024-07-05,received,43.82
PO900354,2024-05-31,SUP004,Voltek Electricals,W1,SKU00010,Fastener - Type 10,1418,1418,2024-06-20,2024-06-20,received,21.36
PO900355,2024-05-31,SUP005,SafeGuard PPE Manufacturing,W2,SKU00064,Safety Equipment - Type 2,1187,1187,2024-06-28,2024-06-28,received,225.36
PO900356,2024-06-03,SUP014,Vishal Steel Traders,W4,SKU00126,Adhesives & Sealant - Type 18,1785,1785,2024-07-08,2024-07-08,received,352.46
PO900357,2024-06-03,SUP008,Sunrise Adhesives,W1,SKU00022,Electrical Component - Type 10,1416,1416,2024-06-22,2024-06-23,received,396.61
PO900358,2024-06-03,SUP009,National Pipe & Fittings,W1,SKU00095,Pipes & Fitting - Type 2,761,761,2024-06-28,2024-06-28,received,1087.9
PO900359,2024-06-06,SUP002,Bharat Fastener Co.,W1,SKU00119,Adhesives & Sealant - Type 11,954,954,2024-07-13,2024-07-13,received,324.25
PO900360,2024-06-06,SUP015,Krishna Tools & Dies,W1,SKU00134,Bearing - Type 8,1193,1193,2024-06-13,2024-06-13,received,499.59
PO900361,2024-06-09,SUP007,Titan Tools India,W2,SKU00116,Adhesives & Sealant - Type 8,899,899,2024-06-23,2024-06-24,received,356.93
PO900362,2024-06-09,SUP001,Ashoka Steel Works,W1,SKU00139,Bearing - Type 13,1823,1823,2024-07-01,2024-07-01,received,2355.14
PO900363,2024-06-12,SUP004,Voltek Electricals,W4,SKU00012,Fastener - Type 12,258,258,2024-07-02,2024-07-02,received,21.59
PO900364,2024-06-15,SUP003,Precision Bearings Ltd,W3,SKU00130,Bearing - Type 4,799,799,2024-07-23,2024-07-23,received,1527.22
PO900365,2024-06-15,SUP002,Bharat Fastener Co.,W1,SKU00126,Adhesives & Sealant - Type 18,1385,1385,2024-07-22,2024-07-22,received,352.46
PO900366,2024-06-15,SUP009,National Pipe & Fittings,W2,SKU00107,Pipes & Fitting - Type 14,1951,1367,2024-07-10,2024-07-10,received,529.43
PO900367,2024-06-18,SUP013,Apex Industrial Components,W4,SKU00009,Fastener - Type 9,1569,1569,2024-07-26,2024-07-26,received,27.59
PO900368,2024-06-18,SUP014,Vishal Steel Traders,W4,SKU00109,Adhesives & Sealant - Type 1,451,451,2024-07-23,2024-07-23,received,420.81
PO900369,2024-06-21,SUP004,Voltek Electricals,W3,SKU00012,Fastener - Type 12,347,347,2024-07-11,2024-07-11,received,21.59
