sku_id,product_id,product_name,category,color,store_id,store_name,current_stock,reorder_point,unit_cost,supplier,lead_time_days,last_restock_date,stockout_flag
PR0030-Red-S1,PR0030,Bottom Style 12,Bottoms,Red,S1,Koramangala Flagship,12,11,606.41,Metro Garment Works,23,2025-11-20,0
PR0030-Red-S2,PR0030,Bottom Style 12,Bottoms,Red,S2,Indiranagar Store,46,10,606.41,Metro Garment Works,27,2025-11-20,0
PR0030-Beige-S1,PR0030,Bottom Style 12,Bottoms,Beige,S1,Koramangala Flagship,35,8,606.41,Coastal Textiles Pvt Ltd,16,2025-11-20,0
PR0030-Beige-S2,PR0030,Bottom Style 12,Bottoms,Beige,S2,Indiranagar Store,1,13,606.41,Coastal Textiles Pvt Ltd,14,2025-11-20,1
PR0030-Beige-S3,PR0030,Bottom Style 12,Bottoms,Beige,S3,Downtown Mall Store,20,11,606.41,Coastal Textiles Pvt Ltd,20,2025-11-20,0
PR0030-Navy-S1,PR0030,Bottom Style 12,Bottoms,Navy,S1,Koramangala Flagship,29,6,606.41,Metro Garment Works,30,2025-11-20,0
PR0030-Navy-S2,PR0030,Bottom Style 12,Bottoms,Navy,S2,Indiranagar Store,1,8,606.41,Metro Garment Works,17,2025-11-20,1
PR0030-Navy-S3,PR0030,Bottom Style 12,Bottoms,Navy,S3,Downtown Mall Store,8,7,606.41,Metro Garment Works,14,2025-11-20,0
PR0031-White-S1,PR0031,Bottom Style 13,Bottoms,White,S1,Koramangala Flagship,6,9,479.41,Coastal Textiles Pvt Ltd,33,2025-11-20,1
PR0031-White-S2,PR0031,Bottom Style 13,Bottoms,White,S2,Indiranagar Store,50,10,479.41,Northline Apparel Co.,15,2025-11-20,0
PR0031-White-S3,PR0031,Bottom Style 13,Bottoms,White,S3,Downtown Mall Store,5,10,479.41,Coastal Textiles Pvt Ltd,11,2025-11-20,1
PR0031-Grey-S1,PR0031,Bottom Style 13,Bottoms,Grey,S1,Koramangala Flagship,44,5,479.41,Northline Apparel Co.,30,2025-11-20,0
PR0031-Grey-S2,PR0031,Bottom Style 13,Bottoms,Grey,S2,Indiranagar Store,39,9,479.41,Northline Apparel Co.,24,2025-11-20,0
PR0031-Grey-S3,PR0031,Bottom Style 13,Bottoms,Grey,S3,Downtown Mall Store,36,13,479.41,Northline Apparel Co.,17,2025-11-20,0
PR0032-Navy-S1,PR0032,Bottom Style 14,Bottoms,Navy,S1,Koramangala Flagship,48,8,735.36,Metro Garment Works,31,2025-11-20,0
PR0032-Navy-S2,PR0032,Bottom Style 14,Bottoms,Navy,S2,Indiranagar Store,3,7,735.36,Everstyle Manufacturing,32,2025-11-20,1
PR0032-Navy-S3,PR0032,Bottom Style 14,Bottoms,Navy,S3,Downtown Mall Store,22,8,735.36,Everstyle Manufacturing,22,2025-11-20,0
PR0032-Mustard-S1,PR0032,Bottom Style 14,Bottoms,Mustard,S1,Koramangala Flagship,51,7,735.36,Coastal Textiles Pvt Ltd,24,2025-11-20,0
PR0032-Mustard-S2,PR0032,Bottom Style 14,Bottoms,Mustard,S2,Indiranagar Store,42,7,735.36,Metro Garment Works,10,2025-11-20,0
PR0032-Mustard-S3,PR0032,Bottom Style 14,Bottoms,Mustard,S3,Downtown Mall Store,52,14,735.36,Metro Garment Works,33,2025-11-20,0
PR0032-Grey-S1,PR0032,Bottom Style 14,Bottoms,Grey,S1,Koramangala Flagship,55,10,735.36,Northline Apparel Co.,19,2025-11-20,0
PR0032-Grey-S3,PR0032,Bottom Style 14,Bottoms,Grey,S3,Downtown Mall Store,34,6,735.36,Northline Apparel Co.,30,2025-11-20,0
PR0033-Black-S1,PR0033,Dresse Style 1,Dresses,Black,S1,Koramangala Flagship,8,8,841.72,Coastal Textiles Pvt Ltd,30,2025-11-20,1
PR0033-Black-S2,PR0033,Dresse Style 1,Dresses,Black,S2,Indiranagar Store,57,14,841.72,Everstyle Manufacturing,12,2025-11-20,0
PR0033-Black-S3,PR0033,Dresse Style 1,Dresses,Black,S3,Downtown Mall Store,9,13,841.72,Metro Garment Works,33,2025-11-20,1
PR0033-White-S1,PR0033,Dresse Style 1,Dresses,White,S1,Koramangala Flagship,27,12,841.72,Everstyle Manufacturing,19,2025-11-20,0
PR0033-White-S2,PR0033,Dresse Style 1,Dresses,White,S2,Indiranagar Store,46,8,841.72,Coastal Textiles Pvt Ltd,26,2025-11-20,0
PR0033-White-S3,PR0033,Dresse Style 1,Dresses,White,S3,Downtown Mall Store,22,12,841.72,Coastal Textiles Pvt Ltd,11,2025-11-20,0
PR0034-Black-S1,PR0034,Dresse Style 2,Dresses,Black,S1,Koramangala Flagship,22,8,1291.98,Northline Apparel Co.,33,2025-11-20,0
PR0034-Black-S2,PR0034,Dresse Style 2,Dresses,Black,S2,Indiranagar Store,56,5,1291.98,Everstyle Manufacturing,12,2025-11-20,0
PR0034-Black-S3,PR0034,Dresse Style 2,Dresses,Black,S3,Downtown Mall Store,29,9,1291.98,Metro Garment Works,33,2025-11-20,0
PR0034-Mustard-S1,PR0034,Dresse Style 2,Dresses,Mustard,S1,Koramangala Flagship,55,6,1291.98,Northline Apparel Co.,10,2025-11-20,0
PR0034-Mustard-S2,PR0034,Dresse Style 2,Dresses,Mustard,S2,Indiranagar Store,21,12,1291.98,Everstyle Manufacturing,30,2025-11-20,0
PR0034-Mustard-S3,PR0034,Dresse Style 2,Dresses,Mustard,S3,Downtown Mall Store,8,5,1291.98,Metro Garment Works,29,2025-11-20,0
PR0034-White-S2,PR0034,Dresse Style 2,Dresses,White,S2,Indiranagar Store,51,9,1291.98,Northline Apparel Co.,19,2025-11-20,0
PR0034-White-S3,PR0034,Dresse Style 2,Dresses,White,S3,Downtown Mall Store,41,10,1291.98,Metro Garment Works,14,2025-11-20,0
PR0035-Navy-S1,PR0035,Dresse Style 3,Dresses,Navy,S1,Koramangala Flagship,55,9,1592.67,Everstyle Manufacturing,14,2025-11-20,0
PR0035-Navy-S3,PR0035,Dresse Style 3,Dresses,Navy,S3,Downtown Mall Store,7,11,1592.67,Metro Garment Works,33,2025-11-20,1
PR0036-White-S1,PR0036,Dresse Style 4,Dresses,White,S1,Koramangala Flagship,37,8,977.36,Everstyle Manufacturing,24,2025-11-20,0
PR0036-White-S3,PR0036,Dresse Style 4,Dresses,White,S3,Downtown Mall Store,13,7,977.36,Everstyle Manufacturing,33,2025-11-20,0
PR0036-Beige-S1,PR0036,Dresse Style 4,Dresses,Beige,S1,Koramangala Flagship,57,11,977.36,Coastal Textiles Pvt Ltd,12,2025-11-20,0
PR0036-Beige-S2,PR0036,Dresse Style 4,Dresses,Beige,S2,Indiranagar Store,58,7,977.36,Metro Garment Works,26,2025-11-20,0
PR0036-Beige-S3,PR0036,Dresse Style 4,Dresses,Beige,S3,Downtown Mall Store,15,8,977.36,Coastal Textiles Pvt Ltd,30,2025-11-20,0
PR0036-Olive-S1,PR0036,Dresse Style 4,Dresses,Olive,S1,Koramangala Flagship,36,12,977.36,Metro Garment Works,16,2025-11-20,0
PR0036-Olive-S3,PR0036,Dresse Style 4,Dresses,Olive,S3,Downtown Mall Store,54,11,977.36,Everstyle Manufacturing,15,2025-11-20,0
PR0037-Mustard-S1,PR0037,Dresse Style 5,Dresses,Mustard,S1,Koramangala Flagship,38,9,640.17,Northline Apparel Co.,25,2025-11-20,0
PR0037-Mustard-S2,PR0037,Dresse Style 5,Dresses,Mustard,S2,Indiranagar Store,9,6,640.17,Everstyle Manufacturing,27,2025-11-20,0
PR0037-Mustard-S3,PR0037,Dresse Style 5,Dresses,Mustard,S3,Downtown Mall Store,11,7,640.17,Coastal Textiles Pvt Ltd,19,2025-11-20,0
PR0037-Black-S1,PR0037,Dresse Style 5,Dresses,Black,S1,Koramangala Flagship,7,6,640.17,Metro Garment Works,14,2025-11-20,0
PR0037-Black-S2,PR0037,Dresse Style 5,Dresses,Black,S2,Indiranagar Store,41,13,640.17,Coastal Textiles Pvt Ltd,11,2025-11-20,0
PR0037-Black-S3,PR0037,Dresse Style 5,Dresses,Black,S3,Downtown Mall Store,0,6,640.17,Northline Apparel Co.,33,2025-11-20,1
PR0037-White-S1,PR0037,Dresse Style 5,Dresses,White,S1,Koramangala Flagship,34,9,640.17,Everstyle Manufacturing,21,2025-11-20,0
PR0037-White-S2,PR0037,Dresse Style 5,Dresses,White,S2,Indiranagar Store,16,10,640.17,Coastal Textiles Pvt Ltd,26,2025-11-20,0
PR0037-White-S3,PR0037,Dresse Style 5,Dresses,White,S3,Downtown Mall Store,41,8,640.17,Northline Apparel Co.,22,2025-11-20,0
PR0038-Navy-S1,PR0038,Dresse Style 6,Dresses,Navy,S1,Koramangala Flagship,23,5,753.48,Northline Apparel Co.,22,2025-11-20,0
PR0038-Navy-S2,PR0038,Dresse Style 6,Dresses,Navy,S2,Indiranagar Store,56,13,753.48,Northline Apparel Co.,33,2025-11-20,0
PR0038-Mustard-S2,PR0038,Dresse Style 6,Dresses,Mustard,S2,Indiranagar Store,23,12,753.48,Northline Apparel Co.,27,2025-11-20,0
PR0038-Red-S1,PR0038,Dresse Style 6,Dresses,Red,S1,Koramangala Flagship,48,8,753.48,Metro Garment Works,24,2025-11-20,0
PR0038-Red-S2,PR0038,Dresse Style 6,Dresses,Red,S2,Indiranagar Store,18,13,753.48,Coastal Textiles Pvt Ltd,32,2025-11-20,0
PR0039-Grey-S2,PR0039,Dresse Style 7,Dresses,Grey,S2,Indiranagar Store,47,14,930.26,Northline Apparel Co.,27,2025-11-20,0
PR0039-Grey-S3,PR0039,Dresse Style 7,Dresses,Grey,S3,Downtown Mall Store,33,8,930.26,Metro Garment Works,27,2025-11-20,0
PR0039-Navy-S1,PR0039,Dresse Style 7,Dresses,Navy,S1,Koramangala Flagship,25,6,930.26,Northline Apparel Co.,26,2025-11-20,0
PR0039-Navy-S2,PR0039,Dresse Style 7,Dresses,Navy,S2,Indiranagar Store,46,13,930.26,Everstyle Manufacturing,16,2025-11-20,0
PR0039-Navy-S3,PR0039,Dresse Style 7,Dresses,Navy,S3,Downtown Mall Store,9,7,930.26,Metro Garment Works,20,2025-11-20,0
PR0040-White-S2,PR0040,Dresse Style 8,Dresses,White,S2,Indiranagar Store,38,11,1122.18,Northline Apparel Co.,28,2025-11-20,0
PR0040-Beige-S1,PR0040,Dresse Style 8,Dresses,Beige,S1,Koramangala Flagship,10,8,1122.18,Northline Apparel Co.,27,2025-11-20,0
PR0040-Beige-S2,PR0040,Dresse Style 8,Dresses,Beige,S2,Indiranagar Store,17,11,1122.18,Northline Apparel Co.,27,2025-11-20,0
PR0040-Beige-S3,PR0040,Dresse Style 8,Dresses,Beige,S3,Downtown Mall Store,59,5,1122.18,Metro Garment Works,16,2025-11-20,0
PR0041-Navy-S1,PR0041,Dresse Style 9,Dresses,Navy,S1,Koramangala Flagship,22,14,1121.31,Coastal Textiles Pvt Ltd,28,2025-11-20,0
PR0041-Navy-S2,PR0041,Dresse Style 9,Dresses,Navy,S2,Indiranagar Store,46,8,1121.31,Metro Garment Works,33,2025-11-20,0
PR0041-Navy-S3,PR0041,Dresse Style 9,Dresses,Navy,S3,Downtown Mall Store,16,9,1121.31,Coastal Textiles Pvt Ltd,29,2025-11-20,0
PR0041-Red-S1,PR0041,Dresse Style 9,Dresses,Red,S1,Koramangala Flagship,42,6,1121.31,Northline Apparel Co.,28,2025-11-20,0
PR0041-Red-S2,PR0041,Dresse Style 9,Dresses,Red,S2,Indiranagar Store,47,13,1121.31,Everstyle Manufacturing,30,2025-11-20,0
PR0041-Red-S3,PR0041,Dresse Style 9,Dresses,Red,S3,Downtown Mall Store,7,7,1121.31,Northline Apparel Co.,19,2025-11-20,1
PR0042-Beige-S2,PR0042,Dresse Style 10,Dresses,Beige,S2,Indiranagar Store,50,12,1124.68,Coastal Textiles Pvt Ltd,28,2025-11-20,0
PR0042-Beige-S3,PR0042,Dresse Style 10,Dresses,Beige,S3,Downtown Mall Store,34,5,1124.68,Northline Apparel Co.,19,2025-11-20,0
PR0042-Grey-S1,PR0042,Dresse Style 10,Dresses,Grey,S1,Koramangala Flagship,12,7,1124.68,Coastal Textiles Pvt Ltd,28,2025-11-20,0
PR0042-Grey-S2,PR0042,Dresse Style 10,Dresses,Grey,S2,Indiranagar Store,42,14,1124.68,Everstyle Manufacturing,13,2025-11-20,0
PR0042-Grey-S3,PR0042,Dresse Style 10,Dresses,Grey,S3,Downtown Mall Store,31,9,1124.68,Coastal Textiles Pvt Ltd,27,2025-11-20,0
PR0042-Olive-S2,PR0042,Dresse Style 10,Dresses,Olive,S2,Indiranagar Store,7,11,1124.68,Northline Apparel Co.,11,2025-11-20,1
PR0042-Olive-S3,PR0042,Dresse Style 10,Dresses,Olive,S3,Downtown Mall Store,30,11,1124.68,Coastal Textiles Pvt Ltd,12,2025-11-20,0
PR0043-Grey-S2,PR0043,Outerwear Style 1,Outerwear,Grey,S2,Indiranagar Store,3,7,2117.8,Everstyle Manufacturing,37,2024-05-30,1
PR0043-Grey-S3,PR0043,Outerwear Style 1,Outerwear,Grey,S3,Downtown Mall Store,7,11,2117.8,Northline Apparel Co.,40,2024-05-30,1
PR0043-Beige-S1,PR0043,Outerwear Style 1,Outerwear,Beige,S1,Koramangala Flagship,3,7,2117.8,Metro Garment Works,49,2024-05-30,1
PR0043-Beige-S3,PR0043,Outerwear Style 1,Outerwear,Beige,S3,Downtown Mall Store,11,5,2117.8,Northline Apparel Co.,43,2024-05-30,0
PR0044-Beige-S1,PR0044,Outerwear Style 2,Outerwear,Beige,S1,Koramangala Flagship,56,14,867.47,Northline Apparel Co.,58,2024-05-30,0
PR0044-Beige-S3,PR0044,Outerwear Style 2,Outerwear,Beige,S3,Downtown Mall Store,34,9,867.47,Everstyle Manufacturing,57,2024-05-30,0
PR0044-Mustard-S1,PR0044,Outerwear Style 2,Outerwear,Mustard,S1,Koramangala Flagship,6,13,867.47,Everstyle Manufacturing,43,2024-05-30,1
PR0044-Mustard-S2,PR0044,Outerwear Style 2,Outerwear,Mustard,S2,Indiranagar Store,47,14,867.47,Metro Garment Works,43,2024-05-30,0
PR0044-Mustard-S3,PR0044,Outerwear Style 2,Outerwear,Mustard,S3,Downtown Mall Store,35,7,867.47,Coastal Textiles Pvt Ltd,40,2024-05-30,0
PR0044-Olive-S1,PR0044,Outerwear Style 2,Outerwear,Olive,S1,Koramangala Flagship,28,8,867.47,Coastal Textiles Pvt Ltd,45,2024-05-30,0
PR0044-Olive-S3,PR0044,Outerwear Style 2,Outerwear,Olive,S3,Downtown Mall Store,40,12,867.47,Northline Apparel Co.,55,2024-05-30,0
PR0045-Black-S1,PR0045,Outerwear Style 3,Outerwear,Black,S1,Koramangala Flagship,32,12,1922.61,Coastal Textiles Pvt Ltd,40,2024-05-30,0
PR0045-Black-S2,PR0045,Outerwear Style 3,Outerwear,Black,S2,Indiranagar Store,33,14,1922.61,Metro Garment Works,58,2024-05-30,0
PR0045-Black-S3,PR0045,Outerwear Style 3,Outerwear,Black,S3,Downtown Mall Store,28,12,1922.61,Northline Apparel Co.,38,2024-05-30,0
PR0045-White-S1,PR0045,Outerwear Style 3,Outerwear,White,S1,Koramangala Flagship,22,10,1922.61,Metro Garment Works,51,2024-05-30,0
PR0045-White-S2,PR0045,Outerwear Style 3,Outerwear,White,S2,Indiranagar Store,4,8,1922.61,Everstyle Manufacturing,52,2024-05-30,1
PR0045-White-S3,PR0045,Outerwear Style 3,Outerwear,White,S3,Downtown Mall Store,10,11,1922.61,Coastal Textiles Pvt Ltd,37,2024-05-30,1
PR0045-Grey-S1,PR0045,Outerwear Style 3,Outerwear,Grey,S1,Koramangala Flagship,56,7,1922.61,Coastal Textiles Pvt Ltd,54,2024-05-30,0
PR0045-Grey-S2,PR0045,Outerwear Style 3,Outerwear,Grey,S2,Indiranagar Store,2,5,1922.61,Northline Apparel Co.,46,2024-05-30,1
PR0045-Grey-S3,PR0045,Outerwear Style 3,Outerwear,Grey,S3,Downtown Mall Store,17,9,1922.61,Coastal Textiles Pvt Ltd,59,2024-05-30,0
PR0046-Olive-S1,PR0046,Outerwear Style 4,Outerwear,Olive,S1,Koramangala Flagship,26,8,2425.57,Everstyle Manufacturing,36,2024-05-30,0
PR0046-Olive-S2,PR0046,Outerwear Style 4,Outerwear,Olive,S2,Indiranagar Store,22,14,2425.57,Everstyle Manufacturing,59,2024-05-30,0
PR0046-Olive-S3,PR0046,Outerwear Style 4,Outerwear,Olive,S3,Downtown Mall Store,26,8,2425.57,Everstyle Manufacturing,57,2024-05-30,0
PR0046-White-S2,PR0046,Outerwear Style 4,Outerwear,White,S2,Indiranagar Store,34,6,2425.57,Metro Garment Works,47,2024-05-30,0
PR0046-White-S3,PR0046,Outerwear Style 4,Outerwear,White,S3,Downtown Mall Store,21,9,2425.57,Coastal Textiles Pvt Ltd,59,2024-05-30,0
PR0046-Grey-S1,PR0046,Outerwear Style 4,Outerwear,Grey,S1,Koramangala Flagship,3,14,2425.57,Everstyle Manufacturing,45,2024-05-30,1
PR0046-Grey-S3,PR0046,Outerwear Style 4,Outerwear,Grey,S3,Downtown Mall Store,41,10,2425.57,Northline Apparel Co.,53,2024-05-30,0
PR0047-Navy-S2,PR0047,Outerwear Style 5,Outerwear,Navy,S2,Indiranagar Store,4,14,916.02,Everstyle Manufacturing,50,2024-05-30,1
PR0047-White-S1,PR0047,Outerwear Style 5,Outerwear,White,S1,Koramangala Flagship,43,5,916.02,Coastal Textiles Pvt Ltd,36,2024-05-30,0
PR0047-Red-S1,PR0047,Outerwear Style 5,Outerwear,Red,S1,Koramangala Flagship,22,6,916.02,Northline Apparel Co.,45,2024-05-30,0
PR0047-Red-S2,PR0047,Outerwear Style 5,Outerwear,Red,S2,Indiranagar Store,35,9,916.02,Northline Apparel Co.,43,2024-05-30,0
PR0047-Red-S3,PR0047,Outerwear Style 5,Outerwear,Red,S3,Downtown Mall Store,27,5,916.02,Coastal Textiles Pvt Ltd,57,2024-05-30,0
PR0048-Red-S2,PR0048,Outerwear Style 6,Outerwear,Red,S2,Indiranagar Store,48,10,2160.47,Northline Apparel Co.,36,2024-05-30,0
PR0048-Red-S3,PR0048,Outerwear Style 6,Outerwear,Red,S3,Downtown Mall Store,29,8,2160.47,Everstyle Manufacturing,38,2024-05-30,0
PR0048-Navy-S1,PR0048,Outerwear Style 6,Outerwear,Navy,S1,Koramangala Flagship,19,9,2160.47,Everstyle Manufacturing,43,2024-05-30,0
PR0048-Navy-S2,PR0048,Outerwear Style 6,Outerwear,Navy,S2,Indiranagar Store,28,5,2160.47,Everstyle Manufacturing,46,2024-05-30,0
PR0048-Navy-S3,PR0048,Outerwear Style 6,Outerwear,Navy,S3,Downtown Mall Store,51,6,2160.47,Metro Garment Works,44,2024-05-30,0
PR0049-Olive-S1,PR0049,Outerwear Style 7,Outerwear,Olive,S1,Koramangala Flagship,12,5,1417.81,Everstyle Manufacturing,49,2024-05-30,0
PR0049-Olive-S3,PR0049,Outerwear Style 7,Outerwear,Olive,S3,Downtown Mall Store,55,12,1417.81,Metro Garment Works,44,2024-05-30,0
PR0049-Grey-S2,PR0049,Outerwear Style 7,Outerwear,Grey,S2,Indiranagar Store,49,13,1417.81,Metro Garment Works,37,2024-05-30,0
PR0049-Grey-S3,PR0049,Outerwear Style 7,Outerwear,Grey,S3,Downtown Mall Store,17,8,1417.81,Metro Garment Works,50,2024-05-30,0
PR0050-Mustard-S1,PR0050,Outerwear Style 8,Outerwear,Mustard,S1,Koramangala Flagship,54,11,1081.54,Coastal Textiles Pvt Ltd,39,2024-05-30,0
PR0050-Mustard-S3,PR0050,Outerwear Style 8,Outerwear,Mustard,S3,Downtown Mall Store,22,14,1081.54,Coastal Textiles Pvt Ltd,37,2024-05-30,0
PR0050-White-S1,PR0050,Outerwear Style 8,Outerwear,White,S1,Koramangala Flagship,42,9,1081.54,Coastal Textiles Pvt Ltd,50,2024-05-30,0
PR0050-White-S2,PR0050,Outerwear Style 8,Outerwear,White,S2,Indiranagar Store,46,7,1081.54,Northline Apparel Co.,53,2024-05-30,0
PR0050-White-S3,PR0050,Outerwear Style 8,Outerwear,White,S3,Downtown Mall Store,34,12,1081.54,Everstyle Manufacturing,55,2024-05-30,0
PR0051-Olive-S1,PR0051,Footwear Style 1,Footwear,Olive,S1,Koramangala Flagship,38,12,1584.1,Coastal Textiles Pvt Ltd,37,2024-05-30,0
PR0051-White-S2,PR0051,Footwear Style 1,Footwear,White,S2,Indiranagar Store,8,12,1584.1,Northline Apparel Co.,49,2024-05-30,1
PR0051-White-S3,PR0051,Footwear Style 1,Footwear,White,S3,Downtown Mall Store,11,5,1584.1,Metro Garment Works,41,2024-05-30,0
PR0052-Navy-S1,PR0052,Footwear Style 2,Footwear,Navy,S1,Koramangala Flagship,54,9,1804.06,Coastal Textiles Pvt Ltd,58,2024-05-30,0
PR0052-Navy-S2,PR0052,Footwear Style 2,Footwear,Navy,S2,Indiranagar Store,32,13,1804.06,Everstyle Manufacturing,38,2024-05-30,0
PR0052-Navy-S3,PR0052,Footwear Style 2,Footwear,Navy,S3,Downtown Mall Store,12,12,1804.06,Coastal Textiles Pvt Ltd,39,2024-05-30,1
PR0052-Olive-S2,PR0052,Footwear Style 2,Footwear,Olive,S2,Indiranagar Store,42,13,1804.06,Northline Apparel Co.,53,2024-05-30,0
PR0052-Olive-S3,PR0052,Footwear Style 2,Footwear,Olive,S3,Downtown Mall Store,26,8,1804.06,Northline Apparel Co.,37,2024-05-30,0
PR0052-Red-S2,PR0052,Footwear Style 2,Footwear,Red,S2,Indiranagar Store,22,7,1804.06,Northline Apparel Co.,59,2024-05-30,0
PR0052-Red-S3,PR0052,Footwear Style 2,Footwear,Red,S3,Downtown Mall Store,14,6,1804.06,Northline Apparel Co.,41,2024-05-30,0
PR0053-Grey-S2,PR0053,Footwear Style 3,Footwear,Grey,S2,Indiranagar Store,35,9,1027.74,Metro Garment Works,44,2024-05-30,0
PR0053-Grey-S3,PR0053,Footwear Style 3,Footwear,Grey,S3,Downtown Mall Store,45,13,1027.74,Northline Apparel Co.,37,2024-05-30,0
PR0053-Mustard-S1,PR0053,Footwear Style 3,Footwear,Mustard,S1,Koramangala Flagship,0,10,1027.74,Metro Garment Works,48,2024-05-30,1
PR0053-Mustard-S3,PR0053,Footwear Style 3,Footwear,Mustard,S3,Downtown Mall Store,14,12,1027.74,Metro Garment Works,37,2024-05-30,0
PR0053-Navy-S1,PR0053,Footwear Style 3,Footwear,Navy,S1,Koramangala Flagship,36,11,1027.74,Everstyle Manufacturing,53,2024-05-30,0
PR0053-Navy-S3,PR0053,Footwear Style 3,Footwear,Navy,S3,Downtown Mall Store,38,14,1027.74,Coastal Textiles Pvt Ltd,55,2024-05-30,0
PR0054-Navy-S1,PR0054,Footwear Style 4,Footwear,Navy,S1,Koramangala Flagship,26,8,1745.98,Northline Apparel Co.,57,2024-05-30,0
PR0054-Navy-S2,PR0054,Footwear Style 4,Footwear,Navy,S2,Indiranagar Store,34,7,1745.98,Everstyle Manufacturing,42,2024-05-30,0
PR0054-Navy-S3,PR0054,Footwear Style 4,Footwear,Navy,S3,Downtown Mall Store,27,13,1745.98,Northline Apparel Co.,53,2024-05-30,0
PR0054-White-S2,PR0054,Footwear Style 4,Footwear,White,S2,Indiranagar Store,18,10,1745.98,Coastal Textiles Pvt Ltd,48,2024-05-30,0
PR0054-White-S3,PR0054,Footwear Style 4,Footwear,White,S3,Downtown Mall Store,53,14,1745.98,Coastal Textiles Pvt Ltd,44,2024-05-30,0
PR0055-Red-S1,PR0055,Footwear Style 5,Footwear,Red,S1,Koramangala Flagship,36,12,1376.23,Northline Apparel Co.,44,2024-05-30,0
PR0055-Red-S2,PR0055,Footwear Style 5,Footwear,Red,S2,Indiranagar Store,12,6,1376.23,Metro Garment Works,39,2024-05-30,0
PR0055-Red-S3,PR0055,Footwear Style 5,Footwear,Red,S3,Downtown Mall Store,23,6,1376.23,Everstyle Manufacturing,49,2024-05-30,0
PR0055-Olive-S3,PR0055,Footwear Style 5,Footwear,Olive,S3,Downtown Mall Store,39,10,1376.23,Northline Apparel Co.,36,2024-05-30,0
PR0056-Grey-S2,PR0056,Footwear Style 6,Footwear,Grey,S2,Indiranagar Store,14,12,1785.17,Coastal Textiles Pvt Ltd,49,2024-05-30,0
PR0056-Grey-S3,PR0056,Footwear Style 6,Footwear,Grey,S3,Downtown Mall Store,0,5,1785.17,Everstyle Manufacturing,52,2024-05-30,1
PR0056-Red-S1,PR0056,Footwear Style 6,Footwear,Red,S1,Koramangala Flagship,15,9,1785.17,Northline Apparel Co.,56,2024-05-30,0
PR0056-Red-S2,PR0056,Footwear Style 6,Footwear,Red,S2,Indiranagar Store,8,6,1785.17,Everstyle Manufacturing,59,2024-05-30,0
PR0056-Red-S3,PR0056,Footwear Style 6,Footwear,Red,S3,Downtown Mall Store,3,6,1785.17,Metro Garment Works,53,2024-05-30,1
PR0057-Beige-S1,PR0057,Footwear Style 7,Footwear,Beige,S1,Koramangala Flagship,48,14,1059.63,Northline Apparel Co.,59,2024-05-30,0
PR0057-Beige-S3,PR0057,Footwear Style 7,Footwear,Beige,S3,Downtown Mall Store,14,13,1059.63,Coastal Textiles Pvt Ltd,58,2024-05-30,0
PR0057-Navy-S1,PR0057,Footwear Style 7,Footwear,Navy,S1,Koramangala Flagship,45,13,1059.63,Northline Apparel Co.,43,2024-05-30,0
PR0057-Navy-S3,PR0057,Footwear Style 7,Footwear,Navy,S3,Downtown Mall Store,19,5,1059.63,Coastal Textiles Pvt Ltd,38,2024-05-30,0
PR0057-Olive-S2,PR0057,Footwear Style 7,Footwear,Olive,S2,Indiranagar Store,12,8,1059.63,Northline Apparel Co.,45,2024-05-30,0
PR0057-Olive-S3,PR0057,Footwear Style 7,Footwear,Olive,S3,Downtown Mall Store,24,7,1059.63,Coastal Textiles Pvt Ltd,48,2024-05-30,0
PR0058-Navy-S1,PR0058,Footwear Style 8,Footwear,Navy,S1,Koramangala Flagship,47,12,1503.77,Metro Garment Works,58,2024-05-30,0
PR0058-Navy-S2,PR0058,Footwear Style 8,Footwear,Navy,S2,Indiranagar Store,29,11,1503.77,Northline Apparel Co.,50,2024-05-30,0
PR0058-Navy-S3,PR0058,Footwear Style 8,Footwear,Navy,S3,Downtown Mall Store,3,12,1503.77,Northline Apparel Co.,56,2024-05-30,1
PR0058-Black-S1,PR0058,Footwear Style 8,Footwear,Black,S1,Koramangala Flagship,38,9,1503.77,Everstyle Manufacturing,59,2024-05-30,0
PR0058-Black-S2,PR0058,Footwear Style 8,Footwear,Black,S2,Indiranagar Store,16,13,1503.77,Everstyle Manufacturing,41,2024-05-30,0
PR0058-Black-S3,PR0058,Footwear Style 8,Footwear,Black,S3,Downtown Mall Store,26,9,1503.77,Northline Apparel Co.,54,2024-05-30,0
PR0058-White-S1,PR0058,Footwear Style 8,Footwear,White,S1,Koramangala Flagship,7,6,1503.77,Metro Garment Works,47,2024-05-30,0
PR0058-White-S2,PR0058,Footwear Style 8,Footwear,White,S2,Indiranagar Store,57,7,1503.77,Metro Garment Works,59,2024-05-30,0
PR0058-White-S3,PR0058,Footwear Style 8,Footwear,White,S3,Downtown Mall Store,53,10,1503.77,Northline Apparel Co.,45,2024-05-30,0
PR0059-Beige-S1,PR0059,Footwear Style 9,Footwear,Beige,S1,Koramangala Flagship,17,12,1691.84,Everstyle Manufacturing,38,2024-05-30,0
PR0059-Beige-S2,PR0059,Footwear Style 9,Footwear,Beige,S2,Indiranagar Store,37,12,1691.84,Coastal Textiles Pvt Ltd,37,2024-05-30,0
PR0059-Beige-S3,PR0059,Footwear Style 9,Footwear,Beige,S3,Downtown Mall Store,23,11,1691.84,Everstyle Manufacturing,43,2024-05-30,0
