order_id,order_date,customer_id,warehouse_id,warehouse_name,product_id,product_name,category,quantity,unit_price,discount_pct,line_total,order_status,promised_ship_date,actual_ship_date,delay_days
8000505,2023-03-17,ACC0103,W1,Bengaluru North DC,SKU00018,Electrical Component - Type 6,Electrical Components,7,910.47,3,6182.09,fulfilled,2023-03-25,2023-03-25,0
8000505,2023-03-17,ACC0103,W1,Bengaluru North DC,SKU00147,Industrial Lighting - Type 7,Industrial Lighting,6,3998.38,3,23270.57,fulfilled,2023-03-25,2023-03-25,0
8000506,2023-03-17,ACC0227,W2,Chennai Hub,SKU00036,Hand Tool - Type 11,Hand Tools,23,292.64,9,6124.96,fulfilled,2023-03-25,2023-03-25,0
8000506,2023-03-17,ACC0227,W2,Chennai Hub,SKU00035,Hand Tool - Type 10,Hand Tools,1,1718.57,3,1667.01,fulfilled,2023-03-25,2023-03-25,0
8000506,2023-03-17,ACC0227,W2,Chennai Hub,SKU00051,Power Tool - Type 9,Power Tools,16,16829.08,3,261187.32,fulfilled,2023-03-25,2023-03-25,0
8000506,2023-03-17,ACC0227,W2,Chennai Hub,SKU00007,Fastener - Type 7,Fasteners,103,77.56,15,6790.38,fulfilled,2023-03-25,2023-03-25,0
8000507,2023-03-17,ACC0080,W2,Chennai Hub,SKU00074,Safety Equipment - Type 12,Safety Equipment,21,1813.35,9,34653.12,fulfilled,2023-03-25,2023-03-25,0
8000508,2023-03-17,ACC0069,W2,Chennai Hub,SKU00043,Power Tool - Type 1,Power Tools,7,7378.01,3,50096.69,fulfilled,2023-03-21,2023-03-21,0
8000508,2023-03-17,ACC0069,W2,Chennai Hub,SKU00051,Power Tool - Type 9,Power Tools,11,16829.08,3,179566.28,fulfilled,2023-03-21,2023-03-21,0
8000508,2023-03-17,ACC0069,W2,Chennai Hub,SKU00134,Bearing - Type 8,Bearings,132,901.8,15,101181.96,fulfilled,2023-03-21,2023-03-21,0
8000509,2023-03-17,ACC0231,W2,Chennai Hub,SKU00101,Pipes & Fitting - Type 8,Pipes & Fittings,10,106.85,3,1036.44,fulfilled,2023-03-25,2023-03-25,0
8000509,2023-03-17,ACC0231,W2,Chennai Hub,SKU00062,Power Tool - Type 20,Power Tools,13,19814.89,3,249865.76,fulfilled,2023-03-25,2023-03-25,0
8000510,2023-03-17,ACC0233,W2,Chennai Hub,SKU00139,Bearing - Type 13,Bearings,107,3242.38,15,294894.46,fulfilled,2023-03-25,2023-03-25,0
8000510,2023-03-17,ACC0233,W2,Chennai Hub,SKU00152,Industrial Lighting - Type 12,Industrial Lighting,11,1072.41,3,11442.61,fulfilled,2023-03-25,2023-03-25,0
8000511,2023-03-17,ACC0123,W3,Pune Regional,SKU00018,Electrical Component - Type 6,Electrical Components,8,910.47,3,7065.25,fulfilled,2023-03-26,2023-03-26,0
8000511,2023-03-17,ACC0123,W3,Pune Regional,SKU00025,Electrical Component - Type 13,Electrical Components,23,657.24,9,13756.03,fulfilled,2023-03-26,2023-03-26,0
8000511,2023-03-17,ACC0123,W3,Pune Regional,SKU00069,Safety Equipment - Type 7,Safety Equipment,22,1713.08,9,34295.86,fulfilled,2023-03-26,2023-03-26,0
8000512,2023-03-17,ACC0102,W3,Pune Regional,SKU00039,Hand Tool - Type 14,Hand Tools,24,1122.18,9,24508.41,fulfilled,2023-03-19,2023-03-19,0
8000512,2023-03-17,ACC0102,W3,Pune Regional,SKU00052,Power Tool - Type 10,Power Tools,2,8273.6,3,16050.78,fulfilled,2023-03-19,2023-03-19,0
8000512,2023-03-17,ACC0102,W3,Pune Regional,SKU00129,Bearing - Type 3,Bearings,113,1846.78,15,177383.22,fulfilled,2023-03-19,2023-03-19,0
8000512,2023-03-17,ACC0102,W3,Pune Regional,SKU00108,Pipes & Fitting - Type 15,Pipes & Fittings,6,1735.34,3,10099.68,fulfilled,2023-03-19,2023-03-19,0
8000513,2023-03-17,ACC0120,W4,Hyderabad DC,SKU00082,Plumbing Supplie - Type 6,Plumbing Supplies,16,1366.77,3,21212.27,fulfilled,2023-03-21,2023-03-21,0
8000513,2023-03-17,ACC0120,W4,Hyderabad DC,SKU00082,Plumbing Supplie - Type 6,Plumbing Supplies,4,1366.77,3,5303.07,fulfilled,2023-03-21,2023-03-21,0
8000514,2023-03-17,ACC0044,W4,Hyderabad DC,SKU00033,Hand Tool - Type 8,Hand Tools,1,530.34,3,514.43,fulfilled,2023-03-22,2023-03-22,0
8000514,2023-03-17,ACC0044,W4,Hyderabad DC,SKU00018,Electrical Component - Type 6,Electrical Components,10,910.47,3,8831.56,fulfilled,2023-03-22,2023-03-22,0
8000514,2023-03-17,ACC0044,W4,Hyderabad DC,SKU00010,Fastener - Type 10,Fasteners,116,35.65,15,3515.09,fulfilled,2023-03-22,2023-03-22,0
8000515,2023-03-17,ACC0257,W4,Hyderabad DC,SKU00101,Pipes & Fitting - Type 8,Pipes & Fittings,9,106.85,3,932.8,fulfilled,2023-03-22,2023-03-22,0
8000515,2023-03-17,ACC0257,W4,Hyderabad DC,SKU00113,Adhesives & Sealant - Type 5,Adhesives & Sealants,19,741.73,3,13670.08,fulfilled,2023-03-22,2023-03-22,0
8000516,2023-03-18,ACC0198,W1,Bengaluru North DC,SKU00110,Adhesives & Sealant - Type 2,Adhesives & Sealants,24,349.16,9,7625.65,fulfilled,2023-03-26,2023-03-26,0
8000516,2023-03-18,ACC0198,W1,Bengaluru North DC,SKU00078,Plumbing Supplie - Type 2,Plumbing Supplies,5,74.7,3,362.3,fulfilled,2023-03-26,2023-03-26,0
8000516,2023-03-18,ACC0198,W1,Bengaluru North DC,SKU00015,Electrical Component - Type 3,Electrical Components,20,817.18,3,15853.29,fulfilled,2023-03-26,2023-03-26,0
8000516,2023-03-18,ACC0198,W1,Bengaluru North DC,SKU00098,Pipes & Fitting - Type 5,Pipes & Fittings,2,1469.86,3,2851.53,fulfilled,2023-03-26,2023-03-26,0
8000516,2023-03-18,ACC0198,W1,Bengaluru North DC,SKU00053,Power Tool - Type 11,Power Tools,6,7510.47,3,43710.94,fulfilled,2023-03-26,2023-03-26,0
8000517,2023-03-18,ACC0134,W1,Bengaluru North DC,SKU00093,Plumbing Supplie - Type 17,Plumbing Supplies,3,791.97,3,2304.63,fulfilled,2023-03-23,2023-03-23,0
8000517,2023-03-18,ACC0134,W1,Bengaluru North DC,SKU00099,Pipes & Fitting - Type 6,Pipes & Fittings,9,804.31,3,7021.63,fulfilled,2023-03-23,2023-03-23,0
8000517,2023-03-18,ACC0134,W1,Bengaluru North DC,SKU00045,Power Tool - Type 3,Power Tools,21,21133.03,9,403852.2,fulfilled,2023-03-23,2023-03-23,0
8000517,2023-03-18,ACC0134,W1,Bengaluru North DC,SKU00108,Pipes & Fitting - Type 15,Pipes & Fittings,10,1735.34,3,16832.8,fulfilled,2023-03-23,2023-03-23,0
8000517,2023-03-18,ACC0134,W1,Bengaluru North DC,SKU00109,Adhesives & Sealant - Type 1,Adhesives & Sealants,9,617.15,3,5387.72,fulfilled,2023-03-23,2023-03-23,0
8000518,2023-03-18,ACC0215,W1,Bengaluru North DC,SKU00150,Industrial Lighting - Type 10,Industrial Lighting,19,1228.19,3,22635.54,fulfilled,2023-03-25,2023-03-25,0
8000518,2023-03-18,ACC0215,W1,Bengaluru North DC,SKU00087,Plumbing Supplie - Type 11,Plumbing Supplies,8,1169.45,3,9074.93,fulfilled,2023-03-25,2023-03-25,0
8000518,2023-03-18,ACC0215,W1,Bengaluru North DC,SKU00054,Power Tool - Type 12,Power Tools,14,8259.22,3,112160.21,fulfilled,2023-03-25,2023-03-25,0
8000518,2023-03-18,ACC0215,W1,Bengaluru North DC,SKU00070,Safety Equipment - Type 8,Safety Equipment,22,177.24,9,3548.34,fulfilled,2023-03-25,2023-03-25,0
8000519,2023-03-18,ACC0237,W2,Chennai Hub,SKU00061,Power Tool - Type 19,Power Tools,23,12036.28,9,251919.34,fulfilled,2023-03-20,2023-03-20,0
8000520,2023-03-18,ACC0246,W2,Chennai Hub,SKU00149,Industrial Lighting - Type 9,Industrial Lighting,15,4345.5,3,63227.03,fulfilled,2023-03-23,2023-03-23,0
8000520,2023-03-18,ACC0246,W2,Chennai Hub,SKU00090,Plumbing Supplie - Type 14,Plumbing Supplies,2,1166.16,3,2262.35,fulfilled,2023-03-23,2023-03-23,0
8000520,2023-03-18,ACC0246,W2,Chennai Hub,SKU00068,Safety Equipment - Type 6,Safety Equipment,15,1681.02,3,24458.84,fulfilled,2023-03-23,2023-03-23,0
8000521,2023-03-18,ACC0055,W2,Chennai Hub,SKU00008,Fastener - Type 8,Fasteners,61,62.82,15,3257.22,fulfilled,2023-03-24,2023-03-24,0
8000521,2023-03-18,ACC0055,W2,Chennai Hub,SKU00020,Electrical Component - Type 8,Electrical Components,21,1070.42,9,20455.73,fulfilled,2023-03-24,2023-03-24,0
8000521,2023-03-18,ACC0055,W2,Chennai Hub,SKU00095,Pipes & Fitting - Type 2,Pipes & Fittings,16,1460.27,3,22663.39,fulfilled,2023-03-24,2023-03-24,0
8000521,2023-03-18,ACC0055,W2,Chennai Hub,SKU00137,Bearing - Type 11,Bearings,94,1134.52,15,90648.15,fulfilled,2023-03-24,2023-03-24,0
8000522,2023-03-18,ACC0109,W2,Chennai Hub,SKU00022,Electrical Component - Type 10,Electrical Components,9,593.81,3,5183.96,fulfilled,2023-03-20,2023-03-20,0
8000522,2023-03-18,ACC0109,W2,Chennai Hub,SKU00150,Industrial Lighting - Type 10,Industrial Lighting,11,1228.19,3,13104.79,fulfilled,2023-03-20,2023-03-20,0
8000523,2023-03-18,ACC0247,W2,Chennai Hub,SKU00104,Pipes & Fitting - Type 11,Pipes & Fittings,22,150.39,9,3010.81,fulfilled,2023-03-24,2023-03-24,0
8000524,2023-03-18,ACC0177,W2,Chennai Hub,SKU00097,Pipes & Fitting - Type 4,Pipes & Fittings,13,915.23,3,11541.05,fulfilled,2023-03-23,2023-03-23,0
8000524,2023-03-18,ACC0177,W2,Chennai Hub,SKU00131,Bearing - Type 5,Bearings,162,2908.72,15,400530.74,fulfilled,2023-03-23,2023-03-23,0
8000525,2023-03-18,ACC0084,W3,Pune Regional,SKU00063,Safety Equipment - Type 1,Safety Equipment,9,2262.8,3,19754.24,fulfilled,2023-03-26,2023-03-26,0
8000525,2023-03-18,ACC0084,W3,Pune Regional,SKU00039,Hand Tool - Type 14,Hand Tools,12,1122.18,3,13062.18,fulfilled,2023-03-26,2023-03-26,0
8000525,2023-03-18,ACC0084,W3,Pune Regional,SKU00047,Power Tool - Type 5,Power Tools,18,20414.89,3,356443.98,fulfilled,2023-03-26,2023-03-26,0
8000525,2023-03-18,ACC0084,W3,Pune Regional,SKU00110,Adhesives & Sealant - Type 2,Adhesives & Sealants,20,349.16,3,6773.7,fulfilled,2023-03-26,2023-03-26,0
8000525,2023-03-18,ACC0084,W3,Pune Regional,SKU00013,Electrical Component - Type 1,Electrical Components,17,496.48,3,8186.96,fulfilled,2023-03-26,2023-03-26,0
8000526,2023-03-18,ACC0158,W3,Pune Regional,SKU00068,Safety Equipment - Type 6,Safety Equipment,14,1681.02,3,22828.25,fulfilled,2023-03-21,2023-03-21,0
8000526,2023-03-18,ACC0158,W3,Pune Regional,SKU00118,Adhesives & Sealant - Type 10,Adhesives & Sealants,2,731.43,3,1418.97,fulfilled,2023-03-21,2023-03-21,0
8000527,2023-03-18,ACC0011,W4,Hyderabad DC,SKU00065,Safety Equipment - Type 3,Safety Equipment,1,2076.74,3,2014.44,fulfilled,2023-03-20,2023-03-20,0
8000528,2023-03-18,ACC0252,W4,Hyderabad DC,SKU00079,Plumbing Supplie - Type 3,Plumbing Supplies,2,460.09,3,892.57,fulfilled,2023-03-24,2023-03-28,4
8000528,2023-03-18,ACC0252,W4,Hyderabad DC,SKU00030,Hand Tool - Type 5,Hand Tools,14,289.89,3,3936.71,fulfilled,2023-03-24,2023-03-28,4
8000528,2023-03-18,ACC0252,W4,Hyderabad DC,SKU00129,Bearing - Type 3,Bearings,133,1846.78,15,208778.48,fulfilled,2023-03-24,2023-03-28,4
8000529,2023-03-18,ACC0148,W4,Hyderabad DC,SKU00152,Industrial Lighting - Type 12,Industrial Lighting,5,1072.41,3,5201.19,fulfilled,2023-03-26,2023-03-29,3
8000529,2023-03-18,ACC0148,W4,Hyderabad DC,SKU00013,Electrical Component - Type 1,Electrical Components,20,496.48,3,9631.71,fulfilled,2023-03-26,2023-03-29,3
8000529,2023-03-18,ACC0148,W4,Hyderabad DC,SKU00092,Plumbing Supplie - Type 16,Plumbing Supplies,1,1436.31,3,1393.22,fulfilled,2023-03-26,2023-03-29,3
8000529,2023-03-18,ACC0148,W4,Hyderabad DC,SKU00097,Pipes & Fitting - Type 4,Pipes & Fittings,24,915.23,9,19988.62,fulfilled,2023-03-26,2023-03-29,3
8000529,2023-03-18,ACC0148,W4,Hyderabad DC,SKU00003,Fastener - Type 3,Fasteners,19,32.14,3,592.34,fulfilled,2023-03-26,2023-03-29,3
8000530,2023-03-19,ACC0195,W1,Bengaluru North DC,SKU00148,Industrial Lighting - Type 8,Industrial Lighting,11,3789.44,3,40433.32,fulfilled,2023-03-28,2023-03-28,0
8000531,2023-03-19,ACC0175,W1,Bengaluru North DC,SKU00115,Adhesives & Sealant - Type 7,Adhesives & Sealants,23,694.39,9,14533.58,fulfilled,2023-03-28,2023-03-28,0
8000532,2023-03-19,ACC0020,W1,Bengaluru North DC,SKU00071,Safety Equipment - Type 9,Safety Equipment,8,2353.96,3,18266.73,fulfilled,2023-03-22,2023-03-22,0
8000533,2023-03-19,ACC0042,W1,Bengaluru North DC,SKU00038,Hand Tool - Type 13,Hand Tools,3,298.46,3,868.52,fulfilled,2023-03-28,2023-03-28,0
8000533,2023-03-19,ACC0042,W1,Bengaluru North DC,SKU00122,Adhesives & Sealant - Type 14,Adhesives & Sealants,4,423.72,3,1644.03,fulfilled,2023-03-28,2023-03-28,0
8000533,2023-03-19,ACC0042,W1,Bengaluru North DC,SKU00074,Safety Equipment - Type 12,Safety Equipment,12,1813.35,3,21107.39,fulfilled,2023-03-28,2023-03-28,0
8000533,2023-03-19,ACC0042,W1,Bengaluru North DC,SKU00047,Power Tool - Type 5,Power Tools,12,20414.89,3,237629.32,fulfilled,2023-03-28,2023-03-28,0
8000534,2023-03-19,ACC0035,W1,Bengaluru North DC,SKU00135,Bearing - Type 9,Bearings,58,3365.66,15,165927.04,fulfilled,2023-03-27,2023-03-27,0
8000534,2023-03-19,ACC0035,W1,Bengaluru North DC,SKU00121,Adhesives & Sealant - Type 13,Adhesives & Sealants,8,390.68,3,3031.68,fulfilled,2023-03-27,2023-03-27,0
8000535,2023-03-19,ACC0118,W2,Chennai Hub,SKU00011,Fastener - Type 11,Fasteners,109,53.28,15,4936.39,fulfilled,2023-03-23,2023-03-23,0
8000536,2023-03-19,ACC0073,W2,Chennai Hub,SKU00019,Electrical Component - Type 7,Electrical Components,24,501.08,9,10943.59,fulfilled,2023-03-22,2023-03-22,0
8000536,2023-03-19,ACC0073,W2,Chennai Hub,SKU00099,Pipes & Fitting - Type 6,Pipes & Fittings,13,804.31,3,10142.35,fulfilled,2023-03-22,2023-03-22,0
8000537,2023-03-19,ACC0044,W2,Chennai Hub,SKU00090,Plumbing Supplie - Type 14,Plumbing Supplies,2,1166.16,3,2262.35,fulfilled,2023-03-28,2023-03-28,0
8000537,2023-03-19,ACC0044,W2,Chennai Hub,SKU00082,Plumbing Supplie - Type 6,Plumbing Supplies,13,1366.77,3,17234.97,fulfilled,2023-03-28,2023-03-28,0
8000537,2023-03-19,ACC0044,W2,Chennai Hub,SKU00086,Plumbing Supplie - Type 10,Plumbing Supplies,10,639.44,3,6202.57,fulfilled,2023-03-28,2023-03-28,0
8000537,2023-03-19,ACC0044,W2,Chennai Hub,SKU00148,Industrial Lighting - Type 8,Industrial Lighting,17,3789.44,3,62487.87,fulfilled,2023-03-28,2023-03-28,0
8000537,2023-03-19,ACC0044,W2,Chennai Hub,SKU00123,Adhesives & Sealant - Type 15,Adhesives & Sealants,6,773.18,3,4499.91,fulfilled,2023-03-28,2023-03-28,0
8000538,2023-03-19,ACC0142,W2,Chennai Hub,SKU00062,Power Tool - Type 20,Power Tools,12,19814.89,3,230645.32,fulfilled,2023-03-23,2023-03-23,0
8000539,2023-03-19,ACC0139,W2,Chennai Hub,SKU00001,Fastener - Type 1,Fasteners,158,9.81,15,1317.48,fulfilled,2023-03-24,2023-03-24,0
8000539,2023-03-19,ACC0139,W2,Chennai Hub,SKU00021,Electrical Component - Type 9,Electrical Components,1,965.87,3,936.89,fulfilled,2023-03-24,2023-03-24,0
8000540,2023-03-19,ACC0250,W3,Pune Regional,SKU00117,Adhesives & Sealant - Type 9,Adhesives & Sealants,13,276.7,3,3489.19,fulfilled,2023-03-21,2023-03-21,0
8000540,2023-03-19,ACC0250,W3,Pune Regional,SKU00041,Hand Tool - Type 16,Hand Tools,12,2122.16,3,24701.94,fulfilled,2023-03-21,2023-03-21,0
8000541,2023-03-19,ACC0233,W3,Pune Regional,SKU00012,Fastener - Type 12,Fasteners,20,34.13,3,662.12,fulfilled,2023-03-22,2023-03-22,0
8000541,2023-03-19,ACC0233,W3,Pune Regional,SKU00048,Power Tool - Type 6,Power Tools,4,14513.9,3,56313.93,fulfilled,2023-03-22,2023-03-22,0
8000542,2023-03-19,ACC0144,W3,Pune Regional,SKU00108,Pipes & Fitting - Type 15,Pipes & Fittings,13,1735.34,3,21882.64,fulfilled,2023-03-22,2023-03-22,0
8000543,2023-03-19,ACC0134,W3,Pune Regional,SKU00082,Plumbing Supplie - Type 6,Plumbing Supplies,21,1366.77,9,26118.97,fulfilled,2023-03-26,2023-03-26,0
8000543,2023-03-19,ACC0134,W3,Pune Regional,SKU00067,Safety Equipment - Type 5,Safety Equipment,11,1359.27,3,14503.41,fulfilled,2023-03-26,2023-03-26,0
8000543,2023-03-19,ACC0134,W3,Pune Regional,SKU00145,Industrial Lighting - Type 5,Industrial Lighting,12,5606.8,3,65263.15,fulfilled,2023-03-26,2023-03-26,0
8000543,2023-03-19,ACC0134,W3,Pune Regional,SKU00043,Power Tool - Type 1,Power Tools,24,7378.01,9,161135.74,fulfilled,2023-03-26,2023-03-26,0
8000544,2023-03-19,ACC0197,W4,Hyderabad DC,SKU00133,Bearing - Type 7,Bearings,11,130.45,3,1391.9,fulfilled,2023-03-28,2023-03-28,0
8000544,2023-03-19,ACC0197,W4,Hyderabad DC,SKU00146,Industrial Lighting - Type 6,Industrial Lighting,2,5543.2,3,10753.81,fulfilled,2023-03-28,2023-03-28,0
8000544,2023-03-19,ACC0197,W4,Hyderabad DC,SKU00004,Fastener - Type 4,Fasteners,3,22.05,3,64.17,fulfilled,2023-03-28,2023-03-28,0
8000545,2023-03-19,ACC0115,W4,Hyderabad DC,SKU00115,Adhesives & Sealant - Type 7,Adhesives & Sealants,7,694.39,3,4714.91,fulfilled,2023-03-24,2023-03-24,0
8000545,2023-03-19,ACC0115,W4,Hyderabad DC,SKU00119,Adhesives & Sealant - Type 11,Adhesives & Sealants,16,461.84,3,7167.76,fulfilled,2023-03-24,2023-03-24,0
8000546,2023-03-19,ACC0128,W4,Hyderabad DC,SKU00089,Plumbing Supplie - Type 13,Plumbing Supplies,24,370.18,9,8084.73,fulfilled,2023-03-25,2023-03-25,0
8000547,2023-03-19,ACC0112,W4,Hyderabad DC,SKU00011,Fastener - Type 11,Fasteners,124,53.28,15,5615.71,fulfilled,2023-03-25,2023-03-25,0
8000547,2023-03-19,ACC0112,W4,Hyderabad DC,SKU00124,Adhesives & Sealant - Type 16,Adhesives & Sealants,20,672.19,3,13040.49,fulfilled,2023-03-25,2023-03-25,0
8000548,2023-03-19,ACC0028,W4,Hyderabad DC,SKU00088,Plumbing Supplie - Type 12,Plumbing Supplies,10,754.25,3,7316.22,fulfilled,2023-03-28,2023-03-28,0
8000548,2023-03-19,ACC0028,W4,Hyderabad DC,SKU00153,Industrial Lighting - Type 13,Industrial Lighting,16,307.28,3,4768.99,fulfilled,2023-03-28,2023-03-28,0
8000548,2023-03-19,ACC0028,W4,Hyderabad DC,SKU00136,Bearing - Type 10,Bearings,104,609.51,15,53880.68,fulfilled,2023-03-28,2023-03-28,0
8000549,2023-03-20,ACC0049,W1,Bengaluru North DC,SKU00115,Adhesives & Sealant - Type 7,Adhesives & Sealants,14,694.39,3,9429.82,fulfilled,2023-03-23,2023-03-23,0
8000549,2023-03-20,ACC0049,W1,Bengaluru North DC,SKU00043,Power Tool - Type 1,Power Tools,4,7378.01,3,28626.68,fulfilled,2023-03-23,2023-03-23,0
8000550,2023-03-20,ACC0048,W1,Bengaluru North DC,SKU00058,Power Tool - Type 16,Power Tools,23,10835.51,9,226787.22,fulfilled,2023-03-22,2023-03-22,0
8000551,2023-03-20,ACC0167,W2,Chennai Hub,SKU00016,Electrical Component - Type 4,Electrical Components,14,814.7,3,11063.63,fulfilled,2023-03-23,2023-03-23,0
8000552,2023-03-20,ACC0135,W2,Chennai Hub,SKU00129,Bearing - Type 3,Bearings,33,1846.78,9,55458.8,fulfilled,2023-03-25,2023-03-25,0
8000552,2023-03-20,ACC0135,W2,Chennai Hub,SKU00035,Hand Tool - Type 10,Hand Tools,23,1718.57,9,35969.67,fulfilled,2023-03-25,2023-03-25,0
8000552,2023-03-20,ACC0135,W2,Chennai Hub,SKU00104,Pipes & Fitting - Type 11,Pipes & Fittings,4,150.39,3,583.51,fulfilled,2023-03-25,2023-03-25,0
8000553,2023-03-20,ACC0135,W2,Chennai Hub,SKU00086,Plumbing Supplie - Type 10,Plumbing Supplies,23,639.44,9,13383.48,fulfilled,2023-03-23,2023-03-23,0
8000553,2023-03-20,ACC0135,W2,Chennai Hub,SKU00035,Hand Tool - Type 10,Hand Tools,3,1718.57,3,5001.04,fulfilled,2023-03-23,2023-03-23,0
8000553,2023-03-20,ACC0135,W2,Chennai Hub,SKU00125,Adhesives & Sealant - Type 17,Adhesives & Sealants,19,105.05,3,1936.07,fulfilled,2023-03-23,2023-03-23,0
8000554,2023-03-20,ACC0012,W3,Pune Regional,SKU00097,Pipes & Fitting - Type 4,Pipes & Fittings,13,915.23,3,11541.05,fulfilled,2023-03-25,2023-03-25,0
8000555,2023-03-20,ACC0175,W3,Pune Regional,SKU00018,Electrical Component - Type 6,Electrical Components,8,910.47,3,7065.25,fulfilled,2023-03-25,2023-03-25,0
8000555,2023-03-20,ACC0175,W3,Pune Regional,SKU00028,Hand Tool - Type 3,Hand Tools,5,2065.62,3,10018.26,fulfilled,2023-03-25,2023-03-25,0
8000556,2023-03-20,ACC0006,W3,Pune Regional,SKU00061,Power Tool - Type 19,Power Tools,2,12036.28,3,23350.38,fulfilled,2023-03-27,2023-03-30,3
8000556,2023-03-20,ACC0006,W3,Pune Regional,SKU00009,Fastener - Type 9,Fasteners,56,46.96,15,2235.3,fulfilled,2023-03-27,2023-03-30,3
8000557,2023-03-20,ACC0053,W4,Hyderabad DC,SKU00051,Power Tool - Type 9,Power Tools,12,16829.08,3,195890.49,fulfilled,2023-03-29,2023-03-29,0
8000557,2023-03-20,ACC0053,W4,Hyderabad DC,SKU00143,Industrial Lighting - Type 3,Industrial Lighting,6,1870.01,3,10883.46,fulfilled,2023-03-29,2023-03-29,0
8000557,2023-03-20,ACC0053,W4,Hyderabad DC,SKU00155,Industrial Lighting - Type 15,Industrial Lighting,6,718.6,3,4182.25,fulfilled,2023-03-29,2023-03-29,0
8000558,2023-03-20,ACC0080,W4,Hyderabad DC,SKU00149,Industrial Lighting - Type 9,Industrial Lighting,24,4345.5,9,94905.72,fulfilled,2023-03-26,2023-03-26,0
8000558,2023-03-20,ACC0080,W4,Hyderabad DC,SKU00071,Safety Equipment - Type 9,Safety Equipment,6,2353.96,3,13700.05,fulfilled,2023-03-26,2023-03-26,0
8000558,2023-03-20,ACC0080,W4,Hyderabad DC,SKU00048,Power Tool - Type 6,Power Tools,22,14513.9,9,290568.28,fulfilled,2023-03-26,2023-03-26,0
8000558,2023-03-20,ACC0080,W4,Hyderabad DC,SKU00100,Pipes & Fitting - Type 7,Pipes & Fittings,14,781.33,3,10610.46,fulfilled,2023-03-26,2023-03-26,0
8000559,2023-03-20,ACC0130,W4,Hyderabad DC,SKU00147,Industrial Lighting - Type 7,Industrial Lighting,15,3998.38,3,58176.43,fulfilled,2023-03-27,2023-03-27,0
8000559,2023-03-20,ACC0130,W4,Hyderabad DC,SKU00133,Bearing - Type 7,Bearings,27,130.45,9,3205.16,fulfilled,2023-03-27,2023-03-27,0
8000559,2023-03-20,ACC0130,W4,Hyderabad DC,SKU00130,Bearing - Type 4,Bearings,71,2443.18,15,147445.91,fulfilled,2023-03-27,2023-03-27,0
8000559,2023-03-20,ACC0130,W4,Hyderabad DC,SKU00073,Safety Equipment - Type 11,Safety Equipment,4,2779.33,3,10783.8,fulfilled,2023-03-27,2023-03-27,0
8000559,2023-03-20,ACC0130,W4,Hyderabad DC,SKU00077,Plumbing Supplie - Type 1,Plumbing Supplies,22,1180.82,9,23640.02,fulfilled,2023-03-27,2023-03-27,0
8000560,2023-03-20,ACC0057,W4,Hyderabad DC,SKU00101,Pipes & Fitting - Type 8,Pipes & Fittings,4,106.85,3,414.58,fulfilled,2023-03-28,2023-03-28,0
8000560,2023-03-20,ACC0057,W4,Hyderabad DC,SKU00081,Plumbing Supplie - Type 5,Plumbing Supplies,11,1181.35,3,12605.0,fulfilled,2023-03-28,2023-03-28,0
8000560,2023-03-20,ACC0057,W4,Hyderabad DC,SKU00110,Adhesives & Sealant - Type 2,Adhesives & Sealants,9,349.16,3,3048.17,fulfilled,2023-03-28,2023-03-28,0
8000561,2023-03-21,ACC0036,W1,Bengaluru North DC,SKU00025,Electrical Component - Type 13,Electrical Components,2,657.24,3,1275.05,fulfilled,2023-03-26,2023-03-26,0
8000561,2023-03-21,ACC0036,W1,Bengaluru North DC,SKU00121,Adhesives & Sealant - Type 13,Adhesives & Sealants,14,390.68,3,5305.43,fulfilled,2023-03-26,2023-03-26,0
8000562,2023-03-21,ACC0093,W1,Bengaluru North DC,SKU00015,Electrical Component - Type 3,Electrical Components,20,817.18,3,15853.29,fulfilled,2023-03-29,2023-03-29,0
8000563,2023-03-21,ACC0251,W1,Bengaluru North DC,SKU00052,Power Tool - Type 10,Power Tools,4,8273.6,3,32101.57,fulfilled,2023-03-27,2023-03-27,0
8000563,2023-03-21,ACC0251,W1,Bengaluru North DC,SKU00056,Power Tool - Type 14,Power Tools,2,16224.27,3,31475.08,fulfilled,2023-03-27,2023-03-27,0
8000563,2023-03-21,ACC0251,W1,Bengaluru North DC,SKU00105,Pipes & Fitting - Type 12,Pipes & Fittings,14,1859.26,3,25248.75,fulfilled,2023-03-27,2023-03-27,0
8000564,2023-03-21,ACC0176,W1,Bengaluru North DC,SKU00136,Bearing - Type 10,Bearings,45,609.51,9,24959.43,backordered,2023-03-28,2023-04-01,4
8000564,2023-03-21,ACC0176,W1,Bengaluru North DC,SKU00087,Plumbing Supplie - Type 11,Plumbing Supplies,16,1169.45,3,18149.86,backordered,2023-03-28,2023-04-01,4
8000565,2023-03-21,ACC0237,W2,Chennai Hub,SKU00007,Fastener - Type 7,Fasteners,181,77.56,15,11932.61,fulfilled,2023-03-28,2023-03-28,0
8000565,2023-03-21,ACC0237,W2,Chennai Hub,SKU00049,Power Tool - Type 7,Power Tools,5,23721.45,3,115049.03,fulfilled,2023-03-28,2023-03-28,0
8000565,2023-03-21,ACC0237,W2,Chennai Hub,SKU00141,Industrial Lighting - Type 1,Industrial Lighting,15,4985.03,3,72532.19,fulfilled,2023-03-28,2023-03-28,0
